CRN,Subject,Number,Section,Quad,Title / Comment,Credits,Meeting Time,Days,Instructor(s),Room,Fees,Attributes
10372,EDUC,511L,0,,Elem/Mdl Meth Practicum,0,TBA,,Lederhouse & Vroom Fick,50,,
10373,EDUC,515L,0,,Cross Cultural Tutoring,0,TBA,,"Vroom Fick, Sara J.",,,
10374,EDUC,521L,0,,Teaching Aiding Practicum,0,TBA,,Kim & Felker,,,
10376,EDUC,527L,0,,Second/Mid Educ Prac,0,TBA,,Lederhouse & Vandermeulen,50,,
10377,EDUC,529,0,,Literacy Assessment,2,8:30 AM - 10:20 AM,R,"Morrison, Sally E.",MSC 124,,
10378,EDUC,531,0,,Ethical Persp/Teachg,2,6:30 PM - 8:30 PM,W,"Jonas, Mark E.",BLANCH 472,,
10379,EDUC,542,0,,Research Meth In Educ,2,4:00 PM - 5:50 PM,M,"Kim, Il-Hee",BLANCH 472,,
10380,EDUC,587,0,B,"Phil Foundations Of EducationMeets on campus Apr15-19,29 atHR  Apr 22-26",3,12:50 PM - 3:20 PM,MTWRF,"Jonas, Mark E.",JENKS 206,175,
10381,EDUC,594,0,,Craft Of Teaching,2,6:00 PM - 8:00 PM,T,"Jonas, Mark E.",BLANCH 472,300,
10382,EDUC,595,0,,Independent Study,1 TO 4,TBA,,STAFF,,,
10383,EDUC,596,0,,Student Teaching,9,TBA,,"Lederhouse, Jillian N.",,,
10384,EDUC,598,0,,Action Research Paper,2,TBA,,STAFF,,,
10385,EDUC,599,0,,Action Research Continuation,0,TBA,,STAFF,,50,
10386,EDUC,698,0,,Thesis,4,TBA,,STAFF,,,
10387,EDUC,699,0,,Thesis Continuation,0,TBA,,STAFF,,50,
10389,ASTR,305,2,,Astronomy,4,9:20 AM - 10:30 AM,M W F,"Blaauw, Rhiannon C",MEY 217,,SIP
10390,ENGR,105,0,,Engineering Graphics,2,1:15 PM - 4:05 PM,R,"Pierson, Benjamin M",MEY 365,65,
10391,ENGR,202,0,,ENGR Mechanics II - Dynamics,4,12:55 PM - 2:05 PM,M W F,"Hsu, David D.",MEY 357,,
10392,ENGR,204,0,,Innovative Design-Engineering,4,1:15 PM - 3:05 PM,T R,"Hsu, David D.",MEY 014B,65,
10393,ENGR,225,0,,Materials Science,4,9:20 AM - 10:30 AM,M W F,"Hsu, David D.",MEY 357,,
10395,PHYS,222,0,,General Physics II,4,11:35 AM - 12:45 PM,M W F,"Whitney, Joshua F.",MEY 335,,
10396,PHYS,222L,1,,General Physics Lab II,0,7:30 AM - 10:20 AM,T,"Whitney, Joshua F.",MEY 335,,
10397,PHYS,222L,2,,General Physics Lab II,0,1:15 PM - 4:05 PM,T,"Whitney, Joshua F.",MEY 335,,
10398,PHYS,232,2,,Introductory Physics II,4,9:20 AM - 10:30 AM,M W F,"Craig, Darren J.",MEY 335,,
10399,PHYS,232L,1,,Introductory Physics Lab II,0,7:30 AM - 10:20 AM,R,"Schroeder, James",MEY 335,,
10400,PHYS,232L,2,,Introductory Physics Lab II,0,1:15 PM - 4:05 PM,R,"Schroeder, James",MEY 335,,
10408,PHYS,494,0,,Senior Seminar,2,7:00 PM - 8:50 PM,W,"Bishop, Robert C.",MEY 355,,
10410,IR,155,1,,Comparative Politics,4,9:20 AM - 10:30 AM,M W F,"Alexander, Kathryn",MSC 202,,"GP, SI"
10412,IR,175,0,,International Politics,4,11:35 AM - 12:45 PM,M W F,"McKoy, Michael K.",MSC 202,,SI
10418,IR,494,0,A,Senior Seminar,2,6:30 PM - 10:00 PM,W,"Taylor, Timothy W.",MSC 204,,
10420,IR,495,0,,Independent Study,2 TO 4,TBA,,STAFF,,,
10421,IR,496,0,,Internship,4,TBA,,"McGraw, Bryan T.",,,
10422,PSCI,135,0,,American Politics and Gov't,4,11:35 AM - 12:45 PM,M W F,"Garrett, Kristin N.",ARM 120,,SI
10423,PSCI,145,0,,Political Philosophy,4,8:30 AM - 10:20 AM,T R,"McGraw, Bryan T.",MSC 202,,"PI, SI"
10428,PSCI,495,0,,Independent Study,2 TO 4,TBA,,STAFF,,,
10429,PSCI,496,0,,Internship,4,TBA,,"McGraw, Bryan T.",,,
10430,CSCI,235,0,,Programming I: Problem Solving,4,11:35 AM - 12:45 PM,M W F,"Kim, Hyunju",MEY 133,,AAQR
10431,CSCI,235L,0,,Programming I Lab,0,8:30 AM - 10:20 AM,T,"Kim, Hyunju",MEY 154,,
10432,CSCI,235L,2,,Programming I Lab,0,1:15 PM - 3:05 PM,T,"Kim, Hyunju",MEY 154,,
10433,CSCI,243,0,,Discrete Math/Functional Prog,4,2:15 PM - 3:25 PM,M W F,"VanDrunen, Thomas",M. EY 131,,AAQR
10434,CSCI,245,0,,Programming II: OO Design,4,12:55 PM - 2:05 PM,M W F,"Pohly, Devin J.",MEY 184,,
10435,C E,111,0,A,Foundations of Ministry,2,11:35 AM - 12:45 PM,M W F,"Root, Gerald R.",BGC 138,,
10437,C E,222,0,,Transformational Education,4,9:20 AM - 10:30 AM,M W F,"Larson, Mimi L.",BGC 138,,
10439,C E,232,0,,Spiritual Guide & Discern,2,7:00 PM - 9:00 PM,R,"Haase, Daniel T.",BGC 138,,
10451,C E,495,0,,Independent Study,1 TO 4,TBA,,STAFF,,,
10452,C E,496,0,,Internship,0,TBA,,"Haase, Daniel T.",,,
10456,CFM,517,0,B,Develop Theory & Spirit Form,2,8:30 AM - 10:20 AM,T R,"Larson, Mimi L.",BGC 140,,
10457,CFM,518,0,A,Research Methods for Ministry,2,1:15 AM - 3:05 AM,T R,"Barwegen, Laura A.",BGC 140,,
10458,CFM,522,0,,History/Trad of Spiritual Form,2,10:30 AM - 12:20 PM,R,"Schwanda, Tom",BGC 140,,
10459,CFM,534,0,,Care & Counsel in Ministry,2,3:15 PM - 5:05 PM,R,"McRay, Barrett W.",BGC 253,,
10460,CFM,546,0,,Facilitating Collegiate Learng,4,8:30 AM - 4:30 PM,MTWRF,"Ivester, Stephen B.",MEY 355,,
10463,CFM,641,0,,College & Young Adult Ministry,4,3:35 PM - 6:50 PM,M,"Setran, David P.",BGC 253,,
10464,CFM,662,0,,Theol/Pract of Outdoor Minist,4,8:30 AM - 5:00 PM,MTWRF,"Ribbe, Robert E.",,,
10465,CFM,683,0,,"Integrative SeminarTeleconferenced with HoneyRock",0,2:15 PM - 3:25 PM,M,"Setran, David P.",BGC 253,150,
10466,CFM,691,0,,Concentration Mentoring Grp,0,TBA,,"Setran, David P.",,,
10467,CFM,692,0,,Creative Project,2,TBA,,STAFF,,,
10468,CFM,693,0,,Ministry Practicum,0,TBA,,"Haase, Daniel T.",,,
10470,CFM,695,0,,Independent Study,1 TO 4,TBA,,STAFF,,,
10471,CFM,698,0,,Applied Thesis/Thesis,2,TBA,,STAFF,,,
10472,CFM,699,0,,Final Project Continuation,0,TBA,,STAFF,,50,
10473,CMHC,612,0,,Foundations of Integration II,1,11:35 AM - 12:35 PM,W,"Butman, Richard E.",BGC 250,,
10474,CMHC,613,0,,Foundations of Integration III,1,11:35 AM - 12:35 PM,W,"Schultz, Tammy",BGC 252,,
10475,CMHC,614,0,,Group Counseling,2,8:30 AM - 10:20 AM,W,"Kiteki, Bellah N.",BGC 250,,
10476,CMHC,614L,1,,Group Counseling Lab,1,9:00 AM - 10:30 AM,F,"Ramirez, Mark L.",,,
10477,CMHC,614L,2,,Group Counseling Lab,1,9:30 AM - 11:00 AM,T,"Stoller-Schoff, Jane",.,,
10478,CMHC,614L,3,,Group Counseling Lab,1,11:00 AM - 12:30 PM,T,"Gill, Thomas E.",,,
10479,CMHC,614L,4,,Group Counseling Lab,1,11:30 AM - 1:00 PM,M,"Jones, Steven V.",BGC M231,,
10480,CMHC,623,0,,Clin Coun Theory Practice II,3,1:30 PM - 4:20 PM,M,"Kiteki, Bellah N.",BGC 250,,
10481,CMHC,632,0,,Crises & Community Counseling,3,12:00 PM - 2:50 PM,M,"Schultz, Tammy",BGC 252,,
10482,CMHC,636,0,,Family Sys Theory & Counsel,3,8:30 AM - 11:20 AM,M,"Norton, David J.",BGC 250,,
10483,CMHC,642,0,,Psychopathology,3,12:45 PM - 3:35 PM,W,"Butman, Richard E.",BGC 250,,
10484,CMHC,651,0,,Substance Abuse,3,8:30 AM - 11:20 AM,M,"Brown, Eric M.",BGC 252,,
10485,CMHC,691,0,,Comprehensive Exit Exam,0,TBA,,"Schultz, Tammy",,75,
10486,CMHC,696,1,,Graduate Internship,3 OR 6,3:00 PM - 4:30 PM,M,"Butman, Richard E.",BGC M231,,
10487,CMHC,696,2,,Graduate Internship,3 OR 6,3:00 PM - 4:30 PM,M,"Schultz, Tammy",BGC M229,,
10489,CMHC,696,3,,Graduate Internship,3 OR 6,3:00 PM - 4:30 PM,M,"Brown, Eric M.",BGC M228,,
10490,CMHC,696,4,,Graduate Internship,3 OR 6,1:00 PM - 2:30 PM,W,"Kiteki, Bellah N.",BGC M231,,
10491,BIOL,242,1,,Diversity of Life,4,9:20 AM - 10:30 AM,M W F,"Lewis, Raymond J.",MEY 145,,
10492,BIOL,242,2,,Diversity of Life,4,11:35 AM - 12:45 PM,M W F,"Scott, Rodney J.",MEY 145,,
10493,BIOL,242L,1,,College Biology II Lab,0,7:30 AM - 10:20 AM,T,"Ogilvie, Coreen B.",MEY 203,,
10494,BIOL,242L,2,,College Biology II Lab,0,1:15 PM - 4:05 PM,T,Rorem & Ogilvie,MEY 203,,
10495,BIOL,242L,3,,College Biology II Lab,0,6:30 PM - 9:20 PM,T,"Secker, Heather L.",MEY 203,,
10496,BIOL,242L,4,,College Biology II Lab,0,7:30 AM - 10:20 AM,R,"Ogilvie, Coreen B.",MEY 203,,
10497,BIOL,242L,5,,College Biology II Lab,0,12:15 PM - 3:05 PM,R,"Burden, Lisa M.",MEY 203,,
10498,BIOL,242L,6,,College Biology II Lab,0,6:30 PM - 9:20 PM,R,"Secker, Heather L.",MEY 203,,
10499,BIOL,242L,7,,College Biology II Lab,0,2:15 PM - 5:05 PM,W,"Burden, Lisa M.",MEY 203,,
10500,BIOL,252,1,,"Modeling Systems of LifeStudents must register for BIOL252L-1; crn 10502",4,9:20 AM - 10:30 AM,M W,"Koo, Jovanka T.",MEY 255,85,
10501,BIOL,252,2,,"Modeling Systems of LifeStudents must register for Biol 252L",4,2:15 PM - 3:25 PM,M W,"Lewis, Raymond J.",MEY 255,85,
10502,BIOL,252L,1,,Biol Systems Lab,0,7:30 AM - 10:20 AM,T R,"Koo, Jovanka T.",MEY 227,,
10503,BIOL,252L,2,,Biol Systems Lab,0,1:15 PM - 4:05 PM,T R,"Lewis, Raymond J.",MEY 265,,
10504,BIOL,332,0,,Anatomy & Physiology II,4,8:00 AM - 9:10 AM,M W F,"Busch, Jennifer L.",MEY 302,85,
10505,BIOL,332L,1,,Anatomy & Physiology II Lab,0,7:30 AM - 10:20 AM,R,"Thom, Nathaniel J.",MEY 247,,
10506,BIOL,332L,2,,Anatomy & Physiology II Lab,0,1:15 PM - 4:05 PM,R,"Thom, Nathaniel J.",MEY 247,,
10507,BIOL,356,0,,Genetics,4,2:15 PM - 3:25 PM,M W F,"Scott, Rodney J.",MEY 217,85,
10508,BIOL,356L,1,,Genetics Lab,0,7:30 AM - 10:20 AM,T,"Scott, Rodney J.",MEY 267,,
10509,BIOL,356L,2,,Genetics Lab,0,1:15 PM - 4:05 PM,T,"Burden, Lisa M.",MEY 267,,
10510,BIOL,356L,3,,Genetics Lab,0,7:30 AM - 10:20 AM,R,Burden & Scott,MEY 267,,
10511,BIOL,461,0,,General Biochemistry,4,12:55 PM - 2:05 PM,M W F,"Eggimann, Becky L.",MEY 145,,
10512,BIOL,494,1,,The Integrated Biologist,2,8:30 AM - 10:20 AM,T,"Page, L. Kristen",MEY 255,,
10513,BIOL,494,2,,The Integrated Biologist,2,1:15 PM - 3:05 PM,T,"Page, L. Kristen",MEY 255,,
10514,BIOL,495,0,,Biological Research,2 OR 4,TBA,,STAFF,,100,
10515,BIOL,496,0,,Biology Internship,2 OR 4,TBA,,STAFF,,,
10522,CORE,311,0,,AIS: Good in Great Plagues,4,1:15 PM - 3:05 PM,T R,"Koo, Jovanka T.",MEY 217,,SIP
10523,HIST,102,2,,EGP: New Worlds:1450-1750,4,11:35 AM - 12:45 PM,M W F,"Harkrider, Melissa",BLANCH 324,,"GP, HP"
10524,HIST,102,1,,EGP:Hist/HistFiction in Africa,4,9:20 AM - 10:30 AM,M W F,"Stringham, Noel C.",BLANCH 324,,"GP, HP"
10525,HIST,102,3,,EGP:Memoir:Modern Mid East,4,12:55 PM - 2:05 PM,M W F,"Stringham, Noel C.",MSC 302,,"GP, HP"
10526,HIST,102,4,,EGP: The Holocaust,4,1:15 PM - 3:05 PM,T R,"Lundin, Matthew D.",BLANCH 324,,"GP, HP"
10530,HIST,103,1,,EAP:US Pop Culture Since 1900,4,6:30 PM - 10:00 PM,R,"Thomas, Amber R.",BLANCH 324,,"DUS, HP"
10532,HIST,324,0,A,High School Hist/SSci Methods,2,6:30 PM - 10:00 PM,R,"Johnson, Karen J.",BLANCH 472,,
10536,HIST,391,2,,Modern Korea Thru Korean War,4,11:35 AM - 12:45 PM,M W F,"Kim, Hanmee N.",BLANCH 223,,
10537,HIST,391,3,,Medieval Saints & Sinners,4,9:20 AM - 10:30 AM,M W F,"Harkrider, Melissa",BLANCH 223,,
10541,HIST,495,0,,Independent Study,1 TO 4,TBA,,STAFF,,,
10542,HIST,496,0,,Internship,4,TBA,,STAFF,,,
10543,HIST,498,0,,Honors Tutorial,4,TBA,,STAFF,,,
10544,HIST,499,0,,Honors Thesis,4,TBA,,STAFF,,,
10545,MAFT,618,0,,Family Therapy Research,3,11:40 AM - 2:30 PM,W,"Yoo, Hana",BGC 254,,
10547,MAFT,633,0,,Couple Therapy: Assmt & Interv,3,1:30 PM - 3:50 PM,R,"Van Dyke, David J.",BGC 250,,
10548,MAFT,635,0,,MFT II: Assessment & Intervent,3,1:30 PM - 4:20 PM,W,"Norton, David J.",BGC 252,,
10550,MAFT,656,0,,MFT Integration Seminar,3,4:00 PM - 6:50 PM,W,"Van Dyke, David J.",BGC M231,,
10551,MAFT,662,1,,Personal/Prof Dev't Group II,0,10:10 AM - 11:30 AM,F,"Johnson, Jacob A.",BGC M231,,
10552,MAFT,662,2,,Personal/Prof Dev't Group II,0,10:10 AM - 11:30 AM,F,"Yoo, Hana",BGC 252,,
10553,MAFT,662,3,,Personal/Prof Dev't Group II,0,11:40 AM - 1:00 PM,W,"Norton, David J.",BGC M209,,
10555,MAFT,664,1,,Personal/Prof Dev't Group IV,0,9:50 AM - 11:10 AM,T,"Johnson, Jacob A.",BGC M231,,
10556,MAFT,664,2,,Personal/Prof Dev't Group IV,0,9:10 AM - 10:30 AM,W,"Norton, David J.",BGC M231,,
10557,MAFT,664,3,,Personal/Prof Dev't Group IV,0,8:20 AM - 9:40 AM,T,"Hanlon, Matthew J.",BGC M231,,
10558,MAFT,697,1,,Clinical Pre-Practicum II,1,1:10- PM - 2:20 PM,F,"Yoo, Hana",BGC M231,,
10559,MAFT,697,2,,Clinical Pre-Practicum II,1,11:50 AM - 12:50 PM,F,"Van Dyke, David J.",BGC M231,,
10560,MAFT,697,3,,Clinical Pre-Practicum II,1,1:10 PM - 2:10 PM,F,"Van Dyke, David J.",BGC 254,,
10561,MAFT,699,1,,Clinical Practicum II,2,12:00 PM - 1:00 PM,F,"Johnson, Jacob A.",BGC 252,,
10562,MAFT,699,2,,Clinical Practicum II,2,2:40 PM - 3:40 PM,W,"Yoo, Hana",BGC 254,,
10563,MAFT,699,3,,Clinical Practicum II,2,12:00 PM - 1:00 PM,F,"Yoo, Hana",BGC M209,,
10564,MAFT,699,4,,Clinical Practicum II,2,12:00 PM - 1:00 PM,F,"Watson, Terri S.",BGC M229,,
10565,CSCI,245L,0,,Programming II Lab,0,1:15 PM - 3:05 PM,R,"Pohly, Devin J.",MEY 154,,
10566,CSCI,335,0,,Software Development,4,9:20 AM - 10:30 AM,M W F,"Kim, Hyunju",MEY 143,,
10567,CSCI,345,0,,Data Structures & Algorithms,4,11:35 AM - 12:45 PM,M W F,"VanDrunen, Thomas",M. EY 131,,
10571,CSCI,494,0,,Soc/Ethical Issues,2,8:30 AM - 10:20 AM,R,"Pohly, Devin J.",MEY 181,,
10573,MATH,107,0,,Finite Mathematics,4,11:35 AM - 12:45 PM,M W F,"Lovett, Stephen T.",MEY 184,,AAQR
10574,MATH,221,0,,Applied Calculus,4,9:20 AM - 10:30 AM,M W F,"Isihara, Paul",MEY 184,,AAQR
10575,MATH,221L,1,,Applied Calculus Lab,0,11:15 AM - 1:05 PM,R,"Isihara, Paul",MEY 131,,
10576,MATH,221L,2,,Applied Calculus Lab,0,1:15 PM - 3:05 PM,R,"Brabenec, Robert L.",MEY 131,,
10577,MATH,231,0,,Calculus I,4,2:15 PM - 3:25 PM,M W F,"Delzell, Darcie A.",MEY 143,,AAQR
10578,MATH,231L,1,,Drill,0,8:30 AM - 10:20 AM,R,"Diedrichs, Danilo R.",MEY 131,,
10579,MATH,232L,2,,Drill,0,11:15 AM - 1:05 PM,R,"Isihara, Paul",MEY 143,,
10580,MATH,232,1,,Calculus II,4,12:55 PM - 2:05 PM,M W F,"Perciante, Terence",MEY 133,,
10582,MATH,232L,1,,Drill,0,8:30 AM - 10:20 AM,R,"Diedrichs, Danilo R.",MEY 143,,
10583,MATH,231L,2,,Drill,0,1:15 PM - 3:05 PM,R,"Brabenec, Robert L.",MEY 129,,
10584,MATH,233,0,B,Calculus I B,2,2:15 PM - 3:25 PM,M W F,"Delzell, Darcie A.",MEY 143,,AAQR
10585,MATH,233L,1,B,Drill,0,8:30 AM - 10:20 AM,R,"Diedrichs, Danilo R.",MEY 131,,
10586,MATH,233L,2,B,Drill,0,1:15 PM - 3:05 PM,R,"Brabenec, Robert L.",MEY 129,,
10587,MATH,234,1,B,Calculus II B,2,12:55 PM - 2:05 PM,M W F,"Perciante, Terence",MEY 133,,
10589,MATH,234L,1,B,Drill,0,8:30 AM - 10:20 AM,R,"Diedrichs, Danilo R.",MEY 143,,
10590,MATH,234L,2,B,Drill,0,11:15 AM - 1:05 PM,R,"Isihara, Paul",MEY 143,,
10591,MATH,243,0,,Discrete Math & Funct Program,4,2:15 PM - 3:25 PM,M W F,"VanDrunen, Thomas",M. EY 131,,AAQR
10592,MATH,245,0,,Linear Algebra,4,8:00 AM - 9:10 AM,M W F,"Vanderschoot, Mary",M. EY 133,,
10593,MATH,263,1,,Introduction to Statistics,4,11:35 AM - 12:45 PM,M W F,"Delzell, Darcie A.",MEY 129,,AAQR
10595,MATH,302,0,,Applied Project I,2,11:15 AM - 1:05 PM,R,"Diedrichs, Danilo R.",MEY 184,,
10596,MATH,324,0,A,Meth of Teach High Sch Math,2,6:30 PM - 8:30 PM,M  R,"Vandermeulen, Judit",M ME.Y 129,,
10597,MATH,325,0,B,Middle School Math Methods,2,6:30 PM - 8:30 PM,M  R,"Vandermeulen, Judit",M ME.Y 129,,
10598,MATH,331,0,B,Vector Calculus,2,11:35 AM - 12:45 PM,M W F,"Isihara, Paul",MEY 143,,
10599,MATH,341,0,,Modern Algebra,4,8:00 AM - 9:10 AM,M W F,"Lovett, Stephen T.",MEY 184,,
10603,MATH,364,0,,Mathematical Modeling,4,2:15 PM - 3:25 PM,M W F,"Diedrichs, Danilo R.",MEY 184,,
10604,MATH,485,0,,Dynamical Systems,4,12:55 PM - 2:05 PM,M W F,"Vanderschoot, Mary",M. EY 129,,
10607,CHIN,102,1,,Elementary Chinese II,4,11:35 AM - 12:45 PM,M W F,"Wang, Rose",ARM 266,,COMP
10610,CHIN,332,0,,Chinese Composition,4,11:15 AM - 1:05 PM,T R,"Wang, Rose",WYN 302,,
10613,FREN,102,0,,Elementary French II,4,12:55 PM - 2:05 PM,M W F,"Forsberg, Amy Y.",JENKS 204,,COMP
10614,FREN,103,0,,Accel Elem French,4,11:35 AM - 12:45 PM,M W F,"Forsberg, Amy Y.",JENKS 204,,COMP
10615,FREN,201,0,,Intermediate French,4,8:00 AM - 9:10 AM,M W F,"Soerens, Diana M.",SCHELL 202,,COMP
10616,FREN,331,0,,French Conversation,4,9:20 AM - 10:30 AM,M W F,"Soerens, Diana M.",SCHELL 202,25,
10618,FREN,334,1,A,Translation,2,2:15 PM - 3:25 PM,M W F,"Savage, Alan D.",SCHELL 202,,
10619,FREN,334,2,B,Advanced Conversation,2,2:15 PM - 3:25 PM,M W F,"Savage, Alan D.",SCHELL 202,,
10620,FREN,494,0,,Senior Seminar,4,6:00 PM - 9:30 PM,M,"Savage, Alan D.",WYN 302,,
10621,GREK,102,1,,Elementary Greek II,4,8:00 AM - 9:10 AM,M W F,"Penney, Douglas L.",MSC 103,,COMP
10622,GREK,102,2,,Elementary Greek II,4,9:20 AM - 10:30 AM,M W F,"Laansma, Jon C.",MSC 120,,COMP
10625,GREK,494,0,,Senior Capstone,4,2:15 PM - 3:25 PM,M W F,"Penney, Douglas L.",ARM 252,,
10628,HEBR,302,2,,Elementary Hebrew II,4,12:55 PM - 2:05 PM,M W F,"Abernethy, Andrew",BGC 130,,COMP
10629,HEBR,495,0,,Independent Reading/Rsrch,1 TO 4,TBA,,STAFF,,,
10630,LATN,102,0,,Elementary Latin II,4,9:20 AM - 10:30 AM,M W F,"Loney, Alexander C.",SCHELL 201,,COMP
10631,LATN,333,0,,Adv Latin: Ovid,2 OR 4,11:15 AM - 1:05 PM,T R,"Loney, Alexander C.",SCHELL 202,,
10632,LATN,495,0,,Independent Study,1 TO 4,TBA,,STAFF,,,
10633,SPAN,102,1,,Elementary Spanish,4,11:35 AM - 12:45 PM,M W F,"Barlar, Sharenda H.",SCHELL 201,,COMP
10634,SPAN,102,2,,Elementary Spanish,4,2:15 PM - 3:25 PM,M W F,"Barlar, Sharenda H.",SCHELL 201,,COMP
10635,SPAN,103,1,,Accel Elem Spanish,4,8:00 AM - 9:10 AM,M W F,"Toly, Rebecca A.",JENKS 205,,COMP
10636,SPAN,103,2,,Accel Elem Spanish,4,12:55 PM - 2:05 PM,M W F,"Townsend, Tamara",ARM 145,,COMP
10637,SPAN,201,1,,Intermediate Spanish,4,8:00 AM - 9:10 AM,M W F,"Gates, Stephanie R.",SCHELL 201,,COMP
10638,SPAN,201,2,,Intermediate Spanish,4,9:20 AM - 10:30 AM,M W F,"Toly, Rebecca A.",JENKS 205,,COMP
10639,SPAN,201,3,,Intermediate Spanish,4,11:35 AM - 12:45 PM,M W F,"Gates, Stephanie R.",ARM 252,,COMP
10640,SPAN,201,4,,Intermediate Spanish,4,11:35 AM - 12:45 PM,M W F,"Toly, Rebecca A.",JENKS 205,,COMP
10641,SPAN,201,5,,Intermediate Spanish,4,12:55 PM - 2:05 PM,M W F,"Toly, Rebecca A.",JENKS 205,,COMP
10642,SPAN,201,6,,Intermediate Spanish,4,12:55 PM - 2:05 PM,M W F,"Barlar, Sharenda H.",SCHELL 201,,COMP
10643,SPAN,331,1,,Spanish Conversation,4,11:35 AM - 12:45 PM,M W F,"Quiroa, Nestor I.",JENKS 206,25,
10646,SPAN,332,1,,Adv Grammar And Composition,4,9:20 AM - 10:30 AM,M W F,"Kepner, Christine G.",WYN 307,,
10647,SPAN,332,2,,Adv Grammar And Composition,4,8:30 AM - 10:20 AM,T R,"Kepner, Christine G.",WYN 307,,
10649,ANTH,116,1,,"Introduction to AnthropologyFreshmen & Sophomores only.",4,8:30 AM - 10:20 AM,T R,"Jeske, Christine R.",BLANCH 222,,"GP, SI"
10650,ANTH,116,2,,"Introduction to AnthropologyFreshmen & Sophomores only.",4,1:15 PM - 3:05 PM,T R,"Howell, Brian M.",BLANCH 222,,"GP, SI"
10651,ANTH,353,0,,Biculturalism,4,2:15 PM - 3:25 PM,M W F,"Sadiq, Yousaf",BLANCH 222,,"DUS, GP"
10654,ANTH,385,0,,Field Research Methods,4,6:30 PM - 9:45 PM,T,Yoder & Huff,ARM 145,,
10657,ANTH,482,0,,Ethnographic Theory and Method,4,11:15 AM - 1:05 PM,T R,"Howell, Brian M.",BLANCH 272,,
10658,ANTH,494,0,,Senior Capstone,4,8:30 AM - 10:20 AM,T R,"Howell, Brian M.",BLANCH 273,,
10659,ANTH,495,0,,Independent Study,1 TO 4,TBA,,STAFF,,,
10660,ANTH,496,0,,Internship,4 OR 8,TBA,,STAFF,,,
10662,SOC,115,1,,Intro to Sociology,4,8:00 AM - 9:10 AM,M W F,"Kim, Henry H.",BLANCH 222,,"DUS, SI"
10664,SOC,355,0,,Social Class & Inequality,4,8:30 AM - 10:20 AM,T R,"Kim, Henry H.",ADAMS 301,,
10665,SOC,364,0,,Urban Sociology,4,11:15 AM - 1:05 PM,T R,"Miller, Brian J.",BLANCH 273,,
10670,SOC,494,0,,Senior Capstone,4,TBA,,STAFF,,,
10671,SOC,495,0,,Independent Study,1 TO 4,TBA,,STAFF,,,
10672,SOC,496,0,,Internship in Sociology,4 OR 8,TBA,,STAFF,,,
10674,SWEL,496,0,,Social Work Internship,4 OR 8,TBA,,STAFF,,,
10678,URBN,494,0,A,Advanced Urban Studies Seminar,2,11:15 AM - 1:05 PM,T R,"Toly, Noah J.",MSC 120,,
10679,ENG,429,0,,Literacy Assessment,2,8:30 AM - 10:20 AM,R,"Morrison, Sally E.",MSC 124,,
10680,ENGL,111,1,,Western Lit-The Four Loves,4,12:55 PM - 2:05 PM,M W F,"Lapeyre, Christophe",BAL. ANCH 139,,LE
10683,ENGL,111,4,,West Lit:Spiritual Battles,4,9:20 AM - 10:30 AM,M W F,"Dunn-Hensley, Susa",B ML.ANCH 139,,LE
10685,ENGL,115,1,,Global Lit: Culture Clash,4,2:15 PM - 3:25 PM,M W F,"Galbraith, Jeffrey R.",BLANCH 139,,LE
10686,ENGL,115,2,,Global Lit:Echoes of Empire,4,12:55 PM - 2:05 PM,M W F,"Dunn-Hensley, Susa",B ML.ANCH 339,,LE
10687,ENGL,215,0,,Classical/Early British Lit,4,9:20 AM - 10:30 AM,M W F,"Weber, Benjamin D.",BLANCH 322,,LE
10688,ENGL,225,1,,Topical Seminar: Techno Texts,4,2:15 PM - 3:25 PM,M W F,"Gibson, Richard H.",BLANCH 323,,
10689,ENGL,225,2,,Top Sem: Wrestle-God & Words,4,11:15 AM - 1:05 PM,T R,"Kriner, Tiffany E.",BLANCH 323,,
10690,ENGL,225,3,,Topical Sem:Nobel Prize Winner,4,12:55 PM - 2:05 PM,M W F,"Gibson, Richard H.",BLANCH 323,,
10695,ENGL,341,0,,Am Lit:Beginning - Romanticism,4,1:15 PM - 3:05 PM,T R,"Kriner, Tiffany E.",BLANCH 322,,
10696,ENGL,343,0,,American Lit After 1945,4,11:35 AM - 12:45 PM,M W F,"Bieber Lake, Christin",MSC 122,,
10700,ENGL,382,0,B,Amer Authors:Hughes & Hurston,2,8:30 AM - 10:20 AM,T R,"Kriner, Tiffany E.",BLANCH 322,,
10701,ENGL,384,0,,Shakespeare,4,2:15 PM - 3:25 PM,M W F,"Weber, Benjamin D.",BLANCH 322,,
10705,ENGL,494,0,,Senior Seminar,4,9:20 AM - 10:30 AM,M W F,"Sasser, Kimberly A.",BLANCH 323,,
10706,ENGL,495,0,,Independent Study,1 TO 4,TBA,,STAFF,,,
10707,ENGL,496,0,,Literature Internship,1 TO 4,TBA,,STAFF,,,
10708,ENGW,103,1,,Composition and Research,4,9:20 AM - 10:30 AM,M W F,"Galbraith, Jeffrey R.",BLANCH 272,,COMP
10709,ENGW,103,2,,Composition and Research,4,11:15 AM - 1:05 PM,T R,"Long, Abigail H.",JENKS 206,,COMP
10710,ENGW,103,3,,Composition and Research,4,11:35 AM - 12:45 PM,M W F,"Lapeyre, Christophe",SAC.HELL 202,,COMP
