CRN,Subject,Number,Section,Quad,Title / Comment,Credits,Meeting Time,Days,Instructor(s),Room,Fees,Attributes
10711,ENGW,103,4,,Composition and Research,4,2:15 PM - 3:25 PM,M W F,"Lapeyre, Christophe",BAL. ANCH 324,,COMP
10712,ENGW,103,5,,Composition and Research,4,9:20 AM - 10:30 AM,M W F,"Bieber Lake, Christin",BLANCH 273,,COMP
10714,ENGW,103,7,,Composition and Research,4,3:15 PM - 5:05 PM,T R,"Gibson, Alison R.",BLANCH 322,,COMP
10715,ENGW,103,8,,Composition and Research,4,1:15 PM - 3:05 PM,T R,"Gibson, Alison R.",BLANCH 139,,COMP
10717,ENGW,104,1,B,Composition and Research,2,11:15 AM - 1:05 PM,T R,"Mazzarella, Nicole",SCHELL 201,,COMP
10719,ENGW,104,3,A,Composition and Research,2,11:35 AM - 12:45 PM,M W F,"Ryken, Leland",BLANCH 272,,COMP
10721,ENGW,104,5,A,Composition and Research,2,2:15 PM - 3:25 PM,M W F,"Martindale, H. Wayn",BLANCH 273,,COMP
10722,ENGW,104,6,A,Composition and Research,2,12:55 PM - 2:05 PM,M W F,"Martindale, H. Wayn",BLANCH 273,,COMP
10723,ENGW,213,1,,Creative Writing,4,1:15 PM - 3:05 PM,T R,"Mazzarella, Nicole",SCHELL 201,,
10727,ENGW,444,1,,Longer Works of Fiction,4,8:30 AM - 10:20 AM,T R,"Mazzarella, Nicole",MSC 120,,
10729,ENGW,494,0,,Senior Seminar in Writing,4,11:15 AM - 1:05 PM,T R,"Nonaka, Miho",BLANCH 440,,
10730,ENGW,495,0,,Writing Projects,1 TO 4,TBA,,STAFF,,,
10731,MUCS,101,1,A,Intro To Music:Historical,2,8:00 AM - 9:10 AM,M W F,"Rakes, John P.",ARM 145,,VPAM
10732,MUCS,101,2,A,Intro To Music:Historical,2,11:35 AM - 12:45 PM,M W F,"Yi, Gina J.",ARM 145,,VPAM
10733,MUCS,101,3,A,Intro To Music:Historical,2,12:55 PM - 2:05 PM,M W F,"Griffin, Rose A.",ARM 246,,VPAM
10734,MUCS,101,4,A,Intro To Music:Historical,2,2:15 PM - 3:25 PM,M W F,"Griffin, Rose A.",ARM 145,,VPAM
10735,MUCS,101,5,B,Intro To Music:Historical,2,2:15 PM - 3:25 PM,M W F,"Griffin, Rose A.",ARM 145,,VPAM
10736,MUCS,101,6,B,Intro To Music:Historical,2,11:35 AM - 12:45 PM,M W F,"Yi, Gina J.",ARM 145,,VPAM
10737,MUCS,102,0,B,Intro To Music:Interdisc,2,8:00 AM - 9:10 AM,M W F,"Rakes, John P.",ARM 145,,VPAM
10738,MUCS,103,1,A,Intro To Music:20C/World,2,8:30 AM - 10:20 AM,T R,"Buis, Johann S.",ARM 252,,VPAM
10739,MUCS,103,2,B,Intro To Music:20C/World,2,8:30 AM - 10:20 AM,T R,"Buis, Johann S.",ARM 252,,VPAM
10740,MUCS,261,0,,Music Before 1600,2,9:30 AM - 10:20 AM,T R,"Saylor, L. Jonathan",ARM 145,96,
10741,MUCS,263,0,A,19th Century Music,2,12:55 PM - 2:05 PM,M W F,"Saylor, L. Jonathan",EDMAN 102,96,
10745,MUCS,361,0,,20th Century Music,4,11:35 AM - 12:45 PM,M W F,"Kastner, Kathleen S.",EDMAN 102,192,
10748,MUCS,495,0,,Directed Study,1 TO 4,TBA,,"Zimmerman, Edward",,96,
10749,MUEP,213,0,,Women's Chorale,1,4:30 PM - 6:00 PM,M W,"Hopper, Mary",,180,
10750,MUEP,214,0,,Men's Glee Club,1,4:30 PM - 6:00 PM,T R,"Hopper, Mary",,180,
10751,MUEP,215,0,,Concert Choir,1,2:15 PM - 3:45 PM,M W F,"Trotter, John W.",,180,
10752,MUEP,216,0,,Symphonic Band,1,3:45 PM - 5:15 PM,M W,"Sommerville, Daniel",E. DMAN 102,180,
10753,MUEP,217,1,,Symphony Orchestra (Strings),1,4:45 PM - 6:15 PM,M,"Sommerville, Daniel",E. DMAN 102,180,
10754,MUEP,217,2,,Symphony Orch (Winds/Percus),,,,,,,
10755,MUEP,218,0,,Jazz Ensemble,,7:00 PM - 8:20 PM,T R,"Ernst, Kathryn A.",EDMAN 102,180,
10756,MUEP,219,1,,Recital & Concert Attendance,0,1:15 PM - 2:05 PM,R,"Zimmerman, Edward",PIERCE CHAP,,
10757,MUEP,311,0,,Studio Accompaniment,1 TO 2,TBA,,"Horn, Daniel P.",,48,
10758,MUEP,321,0,,Recital Accompaniment,1 TO 2,TBA,,"Horn, Daniel P.",,48,
10759,MUEP,356,0,,Opera Workshop,2,11:15 AM - 1:05 PM,T R,"Hart, Carolyn A.",ARM 046,365,
10759,MUEP,356,0,,Opera Workshop,2,4:00 PM - 5:30 PM,F,"Hart, Carolyn A.",ARM 046,365,
10760,MUEP,358,1,,Jazz Combo,1,6:30 PM - 7:25 PM,W,"Davis, James C.",EDMAN 102,180,
10762,MUEP,371,0,,Chamber Music:Strings,1,TBA,,"Altino, Leonardo G.",,180,
10763,MUEP,371,1,,Chamber Music: Brass,1,TBA,,"Altino, Leonardo G.",,180,
10764,MUEP,371,2,,Chamber Music: Piano,1,TBA,,"Altino, Leonardo G.",,180,
10765,MUEP,371,3,,Chamber Music: Winds,1,TBA,,"Altino, Leonardo G.",,180,
10766,MUEP,371,5,,Percussion Ensemble,1,3:15 PM - 4:05 PM,T,"Kastner, Kathleen S.",EDMAN 101,180,
10766,MUEP,371,5,,Percussion Ensemble,1,3:35 PM - 4:35 PM,F,"Kastner, Kathleen S.",EDMAN 101,180,
10766,MUEP,371,5,,Percussion Ensemble,1,5:25 PM - 6:30 PM,M,"Kastner, Kathleen S.",EDMAN 101,180,
10767,MUEP,371,6,,Piano Ensemble,1,3:15 PM - 4:05 PM,T R,"Edwards, Karin R.",ARM 346,180,
10768,MUEP,371,7,,Mixed Ensemble,1,TBA,,"Altino, Leonardo G.",,180,
10769,MUEP,371,1B,,Chamber Music: Guitar,1,TBA,,"Altino, Leonardo G.",,180,
10770,MUIP,101,0,,Private Lessons: Piano,2,TBA,,"Horn, Daniel P.",,512,
10771,MUIP,101,2,,Private Lessons: Jazz Piano,2,TBA,,Williams & Horn,,512,
10772,MUIP,102,0,,Private Lessons: Organ,2,TBA,,"Zimmerman, Edward",,512,
10773,MUIP,103,0,,Private Lessons: Harpsichord,2,TBA,,"Zimmerman, Edward",,512,
10774,MUIP,104,1,,Private Lessons: Voice,2,TBA,,"Hart, Carolyn A.",,512,
10775,MUIP,104,2,,Private Lessons: Jazz Voice,2,TBA,,Williams & Hart,,512,
10776,MUIP,105,0,,Private Lessons: Violin,2,TBA,,Joiner & Zafer,,512,
10777,MUIP,106,0,,Private Lessons: Viola,2,TBA,,Griffin & Joiner,,512,
10778,MUIP,107,0,,Private Lessons: Cello,2,TBA,,Altino & Joiner,,512,
10779,MUIP,108,0,,Private Lessons: String Bass,2,TBA,,"Anderson, Andrew L.",512,,
10780,MUIP,108,2,,Private Lessons:Jazz Bass,2,TBA,,Ernst & Joiner,,512,
10781,MUIP,109,1,,Private Lessons: Trumpet,2,TBA,,Saylor & Ridenour,,512,
10782,MUIP,109,2,,Private Lessons: Jazz Trumpet,2,TBA,,Saylor & Davis,,512,
10783,MUIP,110,0,,Private Lessons:  Horn,2,TBA,,Saylor & Cottle,,512,
10784,MUIP,111,0,,Private Lessons: Trombone,2,TBA,,Saylor & Davis,,512,
10785,MUIP,112,0,,Private Lessons: Euphonium,2,TBA,,"Saylor, L. Jonathan",,512,
10786,MUIP,113,0,,Private Lessons: Tuba,2,TBA,,"Saylor, L. Jonathan",,512,
10787,MUIP,114,0,,Private Lessons:  Flute,2,TBA,,Saylor & Brown,,512,
10788,MUIP,115,0,,Private Lessons: Clarinet,2,TBA,,Saylor & O'Riordan,,512,
10789,MUIP,116,0,,Private Lessons: Oboe,2,TBA,,"Saylor, L. Jonathan",,512,
10790,MUIP,117,0,,Private Lessons: Bassoon,2,TBA,,"Saylor, L. Jonathan",,512,
10791,MUIP,118,0,,Private Lessons: Saxophone,2,TBA,,Saylor & Black,,512,
10792,MUIP,119,0,,Private Lessons: Harp,2,TBA,,Joiner & Seeman,,512,
10793,MUIP,120,1,,Private Lessons: Percussion,2,TBA,,Kastner & Folker,,512,
10795,MUIP,120,2,,Private Lessons: Jazz Drum,2,TBA,,Kastner & Gillan,,512,
10796,MUIP,121,0,,Private Lessons:Classic Guitar,2,TBA,,Joiner & Torosian,,512,
10797,MUIP,122,0,,Private Lessons: Jazz Guitar,2,TBA,,Joiner & Ramsdell,,512,
10798,MUIP,131,1,,Small Group Piano Lessons,1,7:00 PM - 8:00 PM,M,Horn & Hollinger,ARM 124,245,
10799,MUIP,141,0,,Small Group Voice Lessons,1,TBA,,Hart & Gamez,,245,
10800,MUIP,150,0,,Small Grp Jazz Trumpet Lessons,1,TBA,,Saylor & Davis,,245,
10801,MUIP,201,1,,Private Lessons: Piano,2 TO 4,TBA,,Horn & Stampfl,,770,
10802,MUIP,201,2,,Private Less: Jazz Piano,2 TO 4,TBA,,Horn & Williams,,770,
10803,MUIP,202,0,,Private Lessons: Organ,2 TO 4,TBA,,"Zimmerman, Edward",,770,
10804,MUIP,203,0,,Private Lessons: Harpsichord,2 TO 4,TBA,,"Zimmerman, Edward",,770,
10805,MUIP,204,2,,Private Lessons: Jazz Voice,2 TO 4,TBA,,Hart & Williams,,770,
10807,MUIP,205,0,,Private Lessons: Violin,2 TO 4,TBA,,Joiner & Zafer,,770,
10808,MUIP,206,0,,Private Lessons: Viola,2 TO 4,TBA,,Griffin & Joiner,,770,
10809,MUIP,207,0,,Private Lessons: Cello,2 TO 4,TBA,,Joiner & Altino,,770,
10810,MUIP,208,1,,Private Lessons: String Bass,2 TO 4,TBA,,Joiner & Anderson,,770,
10811,MUIP,208,2,,Private Lessons: Jazz Bass,2 TO 4,TBA,,Joiner & Ernst,,770,
10812,MUIP,209,1,,Private Lessons: Trumpet,2 TO 4,TBA,,Saylor & Ridenour,,770,
10813,MUIP,209,2,,Private Lessons: Jazz Trumpet,2 TO 4,TBA,,Saylor & Davis,,770,
10814,MUIP,211,0,,Private Lessons: Trombone,2 TO 4,TBA,,Saylor & Davis,,770,
10815,MUIP,212,0,,Private Lessons: Euphonium,2 TO 4,TBA,,"Saylor, L. Jonathan",,770,
10816,MUIP,213,0,,Private Lessons: Tuba,2 TO 4,TBA,,Saylor & Harrison,,770,
10817,MUIP,214,0,,Private Lessons: Flute,2 TO 4,TBA,,Saylor & Brown,,770,
10818,MUIP,215,0,,Private Lessons: Clarinet,2 TO 4,TBA,,Saylor & O'Riordan,,770,
10819,MUIP,216,0,,Private Lessons: Oboe,2 TO 4,TBA,,Saylor & Stevenson,,770,
10820,MUIP,217,0,,Private Lessons: Bassoon,2 TO 4,TBA,,"Saylor, L. Jonathan",,770,
10821,MUIP,218,0,,Private Lessons: Saxophone,2 TO 4,TBA,,Saylor & Black,,770,
10822,MUIP,219,0,,Private Lessons: Harp,2 TO 4,TBA,,Joiner & Seeman,,770,
10823,MUIP,220,0,,Private Lessons: Percussion,2 TO 4,TBA,,"Kastner, Kathleen S.",,770,
10824,MUIP,221,0,,Priv Lessons: Classical Guitar,2 TO 4,TBA,,Joiner & Torosian,,770,
10825,MUIP,222,0,,Private Lessons: Jazz Guitar,2 TO 4,TBA,,Joiner & Ramsdell,,770,
10826,MUIP,224,0,,Class Piano II,2,11:35 AM - 12:45 PM,M W,"Stampfl, Aaron J.",ARM 124,365,
10827,MUIP,226,0,,Class Piano IV,2,2:15 PM - 3:05 PM,T R,"Stampfl, Aaron J.",ARM 124,365,
10829,MUIP,328,0,,Organ Improvisation,2,TBA,,"Zimmerman, Edward",,512,
10830,MUIP,394,0,,Junior Recital,0,TBA,,"Hopper, Mary",,,
10831,MUIP,401,0,,Private Lessons: Piano,2 TO 4,TBA,,Horn & Stampfl,,770,
10832,MUIP,402,0,,Private Lessons: Organ,2 TO 4,TBA,,"Zimmerman, Edward",,770,
10833,MUIP,404,0,,Private Lessons: Voice,2 TO 4,TBA,,"Hart, Carolyn A.",,770,
10835,MUIP,405,0,,Private Lessons: Violin,2 TO 4,TBA,,Joiner & Zafer,,770,
10836,MUIP,406,0,,Private Lessons: Viola,2 TO 4,TBA,,Griffin & Joiner,,770,
10837,MUIP,407,0,,Private Lessons: Cello,2 TO 4,TBA,,Altino & Joiner,,770,
10838,MUIP,408,0,,Private Lessons: String Bass,2 TO 4,TBA,,Joiner & Anderson,,770,
10839,MUIP,409,0,,Private Lessons: Trumpet,2 TO 4,TBA,,Saylor & Ridenour,,770,
10840,MUIP,410,0,,Private Lessons: French Horn,2 TO 4,TBA,,Saylor & Cottle,,770,
10841,MUIP,411,0,,Private Lessons: Trombone,2 TO 4,TBA,,Saylor & Davis,,770,
10842,MUIP,412,0,,Private Lessons: Euphonium,2 TO 4,TBA,,"Saylor, L. Jonathan",,770,
10843,MUIP,413,0,,Private Lessons: Tuba,2 TO 4,TBA,,Saylor & Harrison,,770,
10844,MUIP,414,0,,Private Lessons: Flute,2 TO 4,TBA,,Saylor & Brown,,770,
10845,MUIP,415,0,,Private Lessons: Clarinet,2 TO 4,TBA,,Saylor & O'Riordan,,770,
10846,MUIP,416,0,,Private Lessons: Oboe,2 TO 4,TBA,,Saylor & Stevenson,,770,
10847,MUIP,417,0,,Private Lessons: Bassoon,2 TO 4,TBA,,"Saylor, L. Jonathan",,770,
10848,MUIP,418,0,,Private Lessons: Saxophone,2 TO 4,TBA,,Saylor & Black,,770,
10849,MUIP,419,0,,Private Lessons: Harp,2 TO 4,TBA,,Joiner & Seeman,,770,
10850,MUIP,420,0,,Private Lessons: Percussion,2 TO 4,TBA,,"Kastner, Kathleen S.",,770,
10851,MUIP,421,0,,Priv Lessons: Classical Guitar,2 TO 4,TBA,,Joiner & Torosian,,770,
10852,MUIP,422,0,,Private Lessons: Jazz Guitar,2 TO 4,TBA,,Joiner & Ramsdell,,770,
10853,MUIP,492,0,,Half Senior Recital,0,TBA,,"Hopper, Mary",,,
10855,MUMS,101,0,B,Music Performance Seminar,1,9:20 AM - 10:30 AM,M W,"Altino, Leonardo G.",ARM 252,,VPAM
10856,MUMS,141,0,,English & Italian Diction,2,2:15 PM - 3:05 PM,T R,"Hueber, Thomas E.",ARM 266,96,
10857,MUMS,243,0,,Italian Grammar for Singers,2,2:15 PM - 3:05 PM,T R,"Gamez, Denise",ARM 252,96,
10858,MUMS,248,1,,"Basic ConductingRequires MUMS 346 Lab",3,9:20 AM - 10:30 AM,M W F,"Sommerville, Daniel",A. RM 046,144,
10859,MUMS,248,2,,"Basic ConductingRequires MUMS 346 Lab",3,12:55 PM - 2:05 PM,M W F,"Rakes, John P.",ARM 046,144,
10860,MUMS,311,0,,"Choral ConductingRequires MUMS 346 Lab",3,9:20 AM - 10:30 AM,M W F,"Trotter, John W.",EDMAN 102,144,
10861,MUMS,321,0,,Principles Pedagogy II:Piano,1 OR 2,2:15 PM - 3:05 PM,T R,"Edwards, Karin R.",ARM 120,96,
10862,MUMS,321,4,,Principles Pedagogy II:Trumpet,1 OR 2,TBA,,Ridenour & Saylor,,245,
10863,MUMS,321,402,,Principles Pedagogy II:Horn,1 OR 2,TBA,,Cottle & Saylor,,245,
10864,MUMS,321,403,,Princ Pedagogy II:Low Brass,1 OR 2,TBA,,Davis & Saylor,,245,
10865,MUMS,321,501,,Prin of Pedagogy II:Percussion,1 OR 2,TBA,,"Kastner, Kathleen S.",EDMAN 101,245,
10866,MUMS,321,502,,Prin of Pedagogy II:Percussion,1 OR 2,TBA,,"Kastner, Kathleen S.",EDMAN 101,245,
10867,MUMS,321,601,,Principles Pedagogy II:Flute,1 OR 2,TBA,,Brown & Saylor,,245,
10868,MUMS,321,602,,Prin of Pedagogy II:Sngl Reeds,1 OR 2,TBA,,"O'Riordan, Trevor P.",,245,
10869,MUMS,321,603,,Princ of Pedagogy II:Dbl Reeds,1 OR 2,TBA,,"Stevenson, Deborah",.,245,
10870,MUMS,321,2,,Princ of Pedagogy II:Voice,1 OR 2,9:30 AM - 10:20 AM,T R,"Hueber, Thomas E.",ARM 246,96,
10871,MUMS,321,7,,Prin of Pedagogy II:Guitar,1 OR 2,TBA,,Joiner & Ramsdell,,245,
10872,MUMS,330,0,,Acoustic Recording Techniques,3,6:45 PM - 10:00 PM,W,"Porick, Brian",ARM 340,353,
10873,MUMS,333,1,,Music Outreach Practicum,0 TO 2,TBA,,"Bauer, Elizabeth A.",,180,
10874,MUMS,341,3,,Woodwind Techniques,1 OR 2,12:15 PM - 1:05 PM,T R,Saylor & Black,ARM 124,96,
10875,MUMS,341,5,,Percussion Techniques,1 OR 2,11:15 AM - 12:05 PM,T R,"Kastner, Kathleen S.",EDMAN 101,96,
10876,MUMS,341,1,A,High String Techniques,1 OR 2,12:15 PM - 1:05 PM,T R,Sjobring & Peterson,ARM 120,48,
10877,MUMS,341,2,B,Low Strings Techniques,1 OR 2,12:15 PM - 1:05 PM,T R,"Altino, Leonardo G.",ARM 120,48,
10878,MUMS,346,0,,Conducting Lab,0,8:00 AM - 9:10 AM,W,"Sommerville, Daniel",A. RM 120,48,
10880,MUMS,421,0,,Honors Conducting,0 TO 1,TBA,,Hopper & Trotter,,96,
10881,MUMS,455,0,,Applied Pedagogy II,2,TBA,,"Bauer, Elizabeth A.",,96,
10882,MUMS,473,0,,Elementary School Music,2,9:20 AM - 10:30 AM,M W,"Yi, Gina J.",ARM 120,96,
10883,MUMS,473L,0,,Elem School Music Practicum,1,9:20 AM - 10:30 AM,F,"Yi, Gina J.",ARM 120,48,
10884,MUMS,495,0,,Directed Study,1 TO 4,TBA,,"Zimmerman, Edward",,,
10885,MUMS,496,0,,Internship,2 TO 4,TBA,,"Bauer, Elizabeth A.",,180,
10886,MUTC,101,2,B,Intro to Music: Read/Analysis,2,9:20 AM - 10:30 AM,M W F,"Clark, Micah S.",ARM 145,,VPAM
10887,MUTC,122,0,,Introduction to Composition,2,9:20 AM - 10:30 AM,M W F,"Okpebholo, Shawn",ARM 124,96,
10888,MUTC,171,1,,Music Theory II,3,8:00 AM - 9:10 AM,M W F,"Wheatley, Gregory",ARM 266,144,
10889,MUTC,171,2,,Music Theory II,3,9:20 AM - 10:30 AM,M W F,"Wheatley, Gregory",ARM 266,144,
10892,MUTC,172,2,,Aural Skills II,1,12:15 PM - 1:05 PM,T R,"Okpebholo, Shawn",ARM 246,48,
10893,MUTC,172,3,,Aural Skills II,1,2:15 PM - 3:05 PM,T R,"Okpebholo, Shawn",ARM 246,48,
10894,MUTC,261,1,,Music Theory IV,3,8:00 AM - 9:10 AM,M W F,"Whitaker, Howard L.",ARM 246,144,
10895,MUTC,261,2,,Music Theory IV,3,9:20 AM - 10:30 AM,M W F,"Whitaker, Howard L.",ARM 246,144,
10896,MUTC,272,1,,Aural Skills IV,1,8:30 AM - 9:20 AM,T R,"Kim, Misook",ARM 266,48,
10897,MUTC,272,2,,Aural Skills IV,1,11:15 AM - 12:05 PM,T R,"Kim, Misook",ARM 266,48,
10898,MUTC,272,3,,Aural Skills IV,1,12:15 PM - 1:05 PM,T R,"Kim, Misook",ARM 266,48,
10899,MUTC,331,0,,Intermediate Composition,2,TBA,,"Kim, Misook",,512,
10900,MUTC,333,0,,Digital Music Technology II,2,7:00 PM - 8:50 PM,M,Baddorf & Okpebhol,ARM 317,96,
10906,MUTC,451,0,,Advanced Composition,3,TBA,,"Okpebholo, Shawn E.",770,,
10907,MUTC,495,0,,Directed Study,1 TO 4,TBA,,"Zimmerman, Edward",,,
10908,PSYC,101,0,,"Introduction to PsychologyTuesday lecture 1/2 of period.",4,11:15 AM - 1:05 PM,R,"Callender, Aimee A.",BGC 105 AUD,,SI
10909,PSYC,101L,1,,Intro To Psych Lab,0,12:15 PM - 1:05 PM,T,"Fort, Christin J.",BGC 105 AUD,,
10910,PSYC,101L,2,,Intro To Psych Lab,0,12:15 PM - 1:05 PM,T,"Callender, Aimee A.",BGC 253,,
10911,PSYC,101L,3,,Intro To Psych Lab,0,12:15 PM - 1:05 PM,T,"Hannah, Darlene B.",BGC 254,,
10914,PSYC,235,0,,Cross-Cultural Psychology,2,2:15 PM - 4:05 PM,W,"Hannah, Darlene B.",BGC 132,,
10915,PSYC,241,0,,Social Psychology,4,1:15 PM - 3:05 PM,T R,"Hannah, Darlene B.",BGC 140,,SI
10917,PSYC,269,1,,Experimental Psychology,4,11:15 AM - 1:05 PM,T R,"Vessey, John T.",BGC M209,,
10919,PSYC,317,1,,Developmental Psychology,4,9:20 AM - 10:30 AM,M W F,"Eveleigh, Elisha",BGC M228,,SI
10920,PSYC,343,0,,Sensation & Perception,4,11:35 AM - 12:45 PM,M W F,"Phinney, Raymond",BGC M228,,
10921,PSYC,348,0,,Abnormal Psychology,4,9:20 AM - 10:30 AM,M W F,"Hall, Sarah E.",BGC M229,,
10923,PSYC,355,0,,Adv Statistics & Psyc Testing,4,11:35 AM - 12:45 PM,M W F,"Eveleigh, Elisha",MSC 103,,
10924,PSYC,481,2,A,Advanced Abnormal Psyc,2,8:00 AM - 9:10 AM,M W F,"Hall, Sarah E.",BGC 134,,
10926,PSYC,481,8,,Current Issues in School Psyc,2,1:15 PM - 3:05 PM,T,"Eveleigh, Elisha",MEY 131,,
10927,PSYC,494,1,,Personality Psychology,4,12:55 PM - 2:05 PM,M W F,"Fort, Christin J.",BGC 012,,
10928,PSYC,494,2,,Personality Psychology,4,9:20 AM - 10:30 AM,M W F,"Fort, Christin J.",BGC 011,,
10929,PSYC,495,0,,Independent Study,1 TO 4,TBA,,STAFF,,,
10930,PSYC,496,0,,Internship,4 OR 8,TBA,,"Eveleigh, Elisha",,,
10931,PSYC,497,0,,Collaborative Research Groups,2 OR 4,3:15 PM - 5:05 PM,T,"Eveleigh, Elisha",BGC M209,,
10932,PSYC,499,0,,Honors Thesis,4 OR 8,TBA,,STAFF,,,
10933,CORE,101,3,,FYS: Why Do We Suffer?,4,9:20 AM - 10:30 AM,M W F,"Borden, Sarah R.",BLANCH 124,,
10936,INTR,531,1HY,,Theological Foundations,2,8:30 AM - 5:30 PM,W,"Gallagher, Robert L.",BGC 255,,
10942,INTR,609,1,A,Linguistic Science,2,1:15 PM - 3:05 PM,T R,"Hackett, Robyn K.",MEY 133,,
10943,INTR,613,0,,ESL/EFL Practicum,2,4:00 PM - 6:00 PM,M,"Pierson, Cheri L.",BGC 255,,
10944,INTR,614,2,A,Curriculum/Materials Devlpmt,2,3:30 PM - 6:45 PM,W,"Pierson, Cheri L.",BGC 255,,
10945,INTR,617,1,B,Principles ESL/EFL Testing,2,6:30 PM - 10:00 PM,W,"Seaman, Alan A.",BGC 250,,
10949,INTR,692,2,,Comprehensive Examination,0,TBA,,Seaman & Pierson,,75,
10950,INTR,695,0,,Independent Study,1 TO 4,TBA,,STAFF,,,
10951,INTR,696,0,,Internship,2 OR 4,TBA,,STAFF,,,
10952,INTR,698,0,,Thesis/Applied Thesis,4,TBA,,STAFF,,,
10953,INTR,699,0,,Thesis/Applied Thesis Contin,0,TBA,,STAFF,,50,
10954,LING,321,1,A,Introduction to Linguistics,2,1:15 PM - 3:05 PM,T R,"Hackett, Robyn K.",MEY 133,,
10955,LING,321,2,A,Introduction to Linguistics,2,11:15 AM - 1:05 PM,T R,"Mullen, Natalie J.",ARM 252,,
10956,LING,222,0,B,English Grammar for Teachers,2,12:55 PM - 2:05 PM,M W F,"Vroom Fick, Sara J.",BLANCH 272,,
10957,LING,325,0,B,Prin of Assessment for TESOL,2,6:30 PM - 10:00 PM,W,"Seaman, Alan A.",BGC 250,,
10958,LING,326,0,,ELL Content Methods,2,6:30 PM - 8:20 PM,R,"Vroom Fick, Sara J.",BLANCH 455,,
10959,LING,227,0,B,Cross-Cultural Teaching Learn,2,8:30 AM - 10:20 AM,T R,"Barger, R. Pam",BGC 255,,
10960,HNGR,114,0,,"Poverty, Justice & Transform1st & 2nd year students only",4,11:15 AM - 1:05 PM,T R,"Huff, James G.",BLANCH 339,,"GP, SI"
10961,HNGR,385,0,,Field Research Meth,4,6:30 PM - 10:00 PM,T,Yoder & Huff,ARM 145,,
10962,HNGR,494,0,,HNGR Capstone Integration Sem,2,3:15 PM - 5:05 PM,R,"Yoder, Laura S.",ARM 145,,
10963,IDS,494,0,,Senior Seminar,4,8:30 AM - 10:20 AM,T R,"Davis, Jeffry C.",BLANCH 440,,
10964,MSCI,102,0,,Intro to Profession of Arms,2,6:30 PM - 10:00 PM,R,"Nigh, David A.",MEY 131,,
10965,MSCI,123,0,,Leadership Laboratory,0,3:45 PM - 5:45 PM,R,Olson & Nigh,,,
10966,MSCI,202,0,,Army Doctrine/Team Dev't,2,6:30 PM - 10:00 PM,R,Albuck & Frye,JENKS 205,,
10967,MSCI,302,0,,Applied Leadership-Small Unit,4,6:30 PM - 10:00 PM,R,"Olson, Aaron M.",JENKS 206,,
10968,MSCI,402,0,,Company Grade Leadership,4,6:30 PM - 10:00 PM,R,"Kurczak, Steven J.",JENKS 204,,
10969,MSCI,494,0,,Leadership Principles,2,TBA,,"Kurczak, Steven J.",,,
10973,EVAN,695,0,,Independent Study,1 TO 4,TBA,,STAFF,,,
10974,EVAN,696,0,,Internship,2 OR 4,TBA,,STAFF,,,
10975,EVAN,698,0,,Thesis/Applied Thesis,2 OR 4,TBA,,STAFF,,,
10976,EVAN,699,0,,Thesis/Applied Thesis Contin,0,TBA,,STAFF,,50,
10977,MISS,692,0,,Comprehensive Exam,0,TBA,,STAFF,,75,
10978,EVAN,692,0,,Comprehensive Exam,0,TBA,,STAFF,,75,
10982,CHEM,232,1,,General Chemistry II,4,8:00 AM - 9:05 AM,M W F,"Lane, Lori B.",MEY 021,,
10984,CHEM,232,3,,General Chemistry II,4,2:15 PM - 3:25 PM,M W F,"Burden, Daniel L.",MEY 021,,
10985,CHEM,232,2,,General Chemistry II,4,12:55 PM - 2:05 PM,M W F,"Lane, Lori B.",MEY 021,,
10987,CHEM,232L,1,,General Chemistry II Lab,0,1:15 PM - 4:05 PM,T,"Burden, Daniel L.",MEY 311,,
10988,CHEM,232L,2,,General Chemistry II Lab,0,6:45 PM - 9:35 PM,T,"Lane, Lori B.",MEY 311,,
10989,CHEM,232L,3,,General Chemistry II Lab,0,2:15 PM - 5:05 PM,W,"Funck, Larry L.",MEY 311,,
10990,CHEM,232L,4,,General Chemistry II Lab,0,6:45 PM - 9:35 PM,W,"Funck, Larry L.",MEY 311,,
10991,CHEM,232L,5,,General Chemistry II Lab,0,7:30 AM - 10:20 AM,R,"Lane, Lori B.",MEY 311,,
10992,CHEM,232L,6,,General Chemistry II Lab,0,12:15 PM - 3:05 PM,R,"Lane, Lori B.",MEY 311,,
10993,CHEM,232L,7,,General Chemistry II Lab,0,6:45 PM - 9:35 PM,R,"Eggimann, Becky L.",MEY 311,,
10996,CHEM,294,0,,Chemistry Colloquium,1,6:45 PM - 7:35 PM,T,"Burden, Daniel L.",MEY 302,,
10997,CHEM,342,1,,Organic Chemistry II,4,8:00 AM - 9:10 AM,M W F,"Dick, Allison R.",MEY 217,95,
10998,CHEM,342,2,,Organic Chemistry II,4,11:35 AM - 12:45 PM,M W F,"Umesiri, Francis E.",MEY 021,95,
10999,CHEM,342L,2,,Organic II Lab,0,1:15 PM - 4:05 PM,T,"Umesiri, Francis E.",MEY 305,,
11000,CHEM,342L,3,,Organic II Lab,0,2:15 PM - 5:05 PM,W,"David, Melody J.",MEY 305,,
11002,CHEM,342L,4,,Organic II Lab,0,7:30 AM - 10:20 AM,R,"Sikkenga, David L.",MEY 305,,
11003,CHEM,372,0,,Physical Chemistry II,2,9:20 AM - 10:30 AM,W F,"Walhout, Peter K.",MEY 302,,
