CRN,Subject,Number,Section,Quad,Title / Comment,Credits,Meeting Time,Days,Instructor(s),Room,Fees,Attributes
81697,IR,315,0,,Politics of Global Development,4,8:30 AM - 10:20 AM,T R,"Alexander, Kathryn J.",MSC 204,,
81698,IR,301,0,B,What If's,2,2:15 PM - 3:25 PM,M W F,"McKoy, Michael K.",MSC 204,,
81699,IR,348,0,,Middle East Politics,4,12:55 PM - 2:05 PM,M W F,"McKoy, Michael K.",MSC 304,,"GP, HP"
81700,PSCI,383,0,,Religion & American Politics,4,11:15 AM - 1:05 PM,T R,"Garrett, Kristin N.",MSC 202,,
81702,PSCI,389,0,,Campaigns and Elections,4,9:20 AM - 10:30 AM,M W F,"Black, Amy E.",MSC 122,,
81703,CHIN,301,0,A,Chinese Character Acquisition,2,11:15 AM - 1:05 PM,T R,"Wang, Rose",MEY 133,,
81704,CHIN,335,0,B,Business Chinese,2,11:15 AM - 1:05 PM,T R,"Wang, Rose",SCHELL 201,,
81705,CHIN,336,0,,Chinese Cinema,4,11:15 AM - 1:05 PM,T R,"Zhai, Wenyang",MEY 143,,
81706,CHIN,346,0,,Modern Chinese Literature,4,8:30 AM - 10:20 AM,T R,"Zhai, Wenyang",WYN 302,,
81707,FREN,333,0,,Intro to Francophone World,4,9:20 AM - 10:30 AM,M W F,"Savage, Alan D.",SCHELL 202,,
81708,FREN,348,0,,Adolescence/Adulthood in Lit,4,2:15 PM - 3:25 PM,M W F,"Savage, Alan D.",SCHELL 202,,LE
81709,GERM,103,0,,Accel Elem German,4,8:00 AM - 9:10 AM,M W F,"Gascho, Bethel L.",BLANCH 139,,
81710,GREK,331,0,,Athenian Tragedy,4,6:30 PM - 10:00 PM,T,"Loney, Alexander C.",MSC 304,,
81711,SPAN,103,5,,Accel Elem Spanish,4,2:15 PM - 3:25 PM,M W F,"Townsend, Tamara L.",ARM 246,,
81712,SPAN,341,0,,Empire: Span Lit before 1800,4,11:35 AM - 12:45 PM,M W F,"Townsend, Tamara L.",ARM 266,,"GP, LE"
81713,C E,232,0,,Spiritual Guide & Discern,2,1:15 PM - 3:05 PM,R,"Haase, Daniel T.",BGC 252,,
81714,C E,216,0,,Discipleship Practicum,1,TBA,,"Haase, Daniel T.",,,
81715,C E,346,0,,Discipleship,4,6:30 PM - 10:00 PM,T,"Schwanda, Tom",BGC 253,,
81716,INTR,531,0,,Theological Foundations,2,8:30 AM - 5:30 PM,F,"Gallagher, Robert L.",,,
81717,INTR,532,0,,Contextualization,4,8:30 AM - 5:30 PM,FS,"Moreau, A. Scott",,,
81718,INTR,532,0,,Contextualization,4,8:30 AM - 5:30 PM,FS,"Moreau, A. Scott",BGC 309,,
81719,INTR,561,2,,Intercultural Communication,4,8:30 AM - 5:30 PM,MT,"Barger, R. Pam",BGC 309,,
81720,CORE,338,0,,AIS: Physics of Sound,4,2:15 PM - 3:25 PM,M W F,"Whitney, Heather M.",MEY 335,,SP
81721,PHYS,311,0,B,Intro to Medical Physics,2,6:30 PM - 10:00 PM,W,"Whitney, Heather M.",MEY 371,,
81722,PHYS,370,0,B,Computational Methods-Python,2,11:35 AM - 12:45 PM,M W F,"Blaauw, Rhiannon C.",MEY 371,,
81723,PHYS,342,0,,Electromagnetic Theory,4,12:55 PM - 2:05 PM,M W F,"Schroeder, James W.",MEY 357,,
81724,SCI,302,0,,Origins of Scientific Thought,4,11:15 AM - 1:05 PM,T R,"Nelson, Gary B.",MEY 021,,"HP, SIP"
81725,ENGR,125,0,,Introduction to AutoCAD,2,6:45 PM - 9:35 PM,T,STAFF,MEY 371,65,
81726,EVAN,526,0,,Gospel: Evangelism & Renewal,4,8:30 AM - 5:30 PM,MTWRFS,STAFF,BGC WILSON S,,
81730,CORE,316,0,,AIS: Sport Psychology,4,11:35 AM - 12:45 PM,M W F,"Phinney, Raymond",BGC 012,,SI
81731,PSYC,348,3,,Abnormal Psychology,4,11:35 AM - 12:45 PM,M W F,"Fort, Christin J.",ADAMS 301,,
81732,PSYC,371,0,A,Intro to Psychopharmocology,2,6:30 PM - 10:00 PM,M,"Struthers, William M.",BGC M228,,
81733,CORE,339,0,,AIS: Africa's Oral Past,4,9:20 AM - 10:30 AM,M W F,Stringham & Buis,ADAMS 207,,"HP, VPAM"
81734,HIST,201,0,,Why History?,4,6:30 PM - 10:00 PM,W,"Harkrider, Melissa",BLANCH 223,,HP
81735,HIST,232,0,,History in Africa Since 1850,4,2:15 PM - 3:25 PM,M W F,"Stringham, Noel C.",BLANCH 223,,GP
81736,HIST,377,0,,British History to 1688,4,12:55 PM - 2:05 PM,M W F,"Harkrider, Melissa",BLANCH 223,,
81737,HIST,252,0,,American History from 1865,4,8:30 AM - 10:20 AM,T R,"Johnson, Karen J.",BLANCH 324,,
81738,CORE,337,0,,"AIS: Justice, Law and Society",4,6:30 PM - 10:00 PM,M,Miglio & Chapman,BGC 534,,PI
81740,BITH,211,2,,OT Lit & Interpretation,4,9:20 AM - 10:30 AM,M W F,"Abernethy, Andrew T.",BGC 138,,SHAR
81742,ARCH,366L,0,,Arch of Biblical Lands Lab,0,3:30 PM - 5:30 PM,W,"Master, Daniel M.",BGC 536,,
81744,BITH,349,0,A,OT Topics: Daniel,2,8:00 AM - 9:10 AM,M W F,"Walton, John H.",BGC 136,,
81746,BITH,311,0,,Archaeology of Biblical Lands,4,1:15 PM - 3:05 PM,T R,"Master, Daniel M.",BGC 534,,"HP, SI"
81747,BITH,383,0,A,Gender & Theology,2,6:30 PM - 10:00 PM,T,"Jones, Beth F.",BGC 252,,
81748,BITH,431,0,A,OT Criticism,2,6:30 PM - 10:00 PM,W,"Hill, Andrew E.",BGC 532,,
81749,BITH,451,1,A,Greek Exegesis:Matthew,2,2:15 PM - 3:25 PM,M W F,"Capes, David B.",BGC 532,,
81751,BITH,488,0,,Karl Barth,4,9:20 AM - 10:30 AM,M W F,"Johnson, Keith L.",BGC 532,,
81752,BITH,531,0,B,New Testament Hermeneutics,2,11:35 AM - 12:45 PM,M W F,"Ehorn, Seth M.",BGC 532,,
81753,BITH,533,0,,Exploring the Old Testament,4,6:30 PM - 10:00 PM,T,"Hill, Andrew E.",BGC 534,,
81754,BITH,647,0,A,Greek Exegesis: Matthew,2,2:15 PM - 3:25 PM,M W F,"Capes, David B.",BGC 532,,
81755,BITH,679,0,,HT Sem:Theol & Autobiography,4,8:30 AM - 10:20 AM,T R,"Barbeau, Jeffrey W.",BGC 524,,
81756,BITH,883,0,,Doctrine of Creation,4,8:00 AM - 11:30 AM,R,"Cortez, Marc A.",BGC 569,,
81758,ENGL,112,0,,SWL: Comedy & Tragedy,4,8:30 AM - 10:20 AM,T R,"Gibson, Alison R.",BLANCH 222,,"LE, VPAT"
81759,ENGL,285,0,B,Chinese Literature,2,6:30 PM - 10:00 PM,T,"Martindale, H. Wayne",BLANCH 222,,
81760,ENGL,355,0,,Romantic Period,4,12:55 PM - 2:05 PM,M W F,"Colon, Christine A.",BLANCH 322,,
81761,ENGL,383,0,B,Cormac McCarthy,2,11:35 AM - 12:45 PM,M W F,"Bieber Lake, Christina",BLANCH 322,,
81762,ENGL,385,2,B,Donne,2,2:15 PM - 3:25 PM,M W F,"Dunn-Hensley, Susan M.",BLANCH 222,,
81765,ENGW,336,0,,Fiction Writing,4,8:00 AM - 9:10 AM,M W F,"Mazzarella, Nicole",BLANCH 323,,
81766,CORE,101,17,,FYS:Living Well in Community,4,2:15 PM - 3:25 PM,M W F,"Colon, Christine A.",BLANCH 472,,
81767,CORE,101,24,,FYS: Creativity & Good Life,4,8:30 AM - 10:20 AM,T R,"Mazzarella, Nicole",BLANCH 322,,
81768,MUCS,323,0,,Piano Literature,2,11:15 AM - 12:05 PM,T R,"Horn, Daniel P.",ARM 246,245,
81770,MUCS,363,0,A,Intro Music Research,2,8:30 AM - 10:20 AM,T R,"Saylor, L. Jonathan",ARM 124,96,
81772,MUMS,311,0,,Choral Conducting,3,9:20 AM - 10:30 AM,M W F,"Trotter, John W.",ARM 120,144,
81774,MUMS,341,5,,Instrumental Techn-Percussion,2,11:15 AM - 12:05 PM,T R,"Kastner, Kathleen S.",EDMAN 101,96,
81775,MUMS,343,0,,Piano & Vocal Tech for Comp,2,12:55 PM - 2:05 PM,M W,"Hueber, Thomas E.",ARM 266,96,
81776,MUMS,349,0,,Organ Service Playing Tech,3,12:55 PM - 2:05 PM,M W F,"Zimmerman, Edward",EDMAN AUD,144,
81777,MUMS,430,0,,Advanced Topics in Conducting,2,9:30 AM - 10:20 AM,T R,"Trotter, John W.",ARM 046,96,
81779,COMM,341,0,,"Media, Religion and Culture",4,12:55 PM - 2:05 PM,M W F,"Schuchardt, Read M.",BGC 263,,
81782,CORE,101,25,,"FYS: Soul, Mind, or Brain?",4,11:15 AM - 1:05 PM,T R,"Struthers, William M.",BGC 010,,
81783,CORE,341,0,,AIS: Stress and Flourishing,4,11:15 AM - 1:05 PM,T R,"Thom, Nathaniel J.",MEY 217,,SIP
81784,BITH,311L,0,,Arch of Biblical Lands Lab,0,3:30 PM - 5:30 PM,W,"Master, Daniel M.",BGC 536,,
81786,BITH,330,0,,Early Christianity Integration,2,11:15 AM - 1:05 PM,R,"Lee, Gregory W.",BGC 252,,
81787,C E,212,0,,Discipleship & Small Groups,4,7:00 PM - 9:00 PM,T,Haase & Chang,BGC 134,,
81788,CFM,694,0,,Calling & Vocation,2,8:00 AM - 12:00 PM,M,STAFF,,,
81789,IR,347,0,,East Asian Politics,4,11:35 AM - 12:45 PM,M W F,"Taylor, Timothy W.",MSC 304,,HP
81790,PACS,101,0,,Intro to Peace & Conflict,4,11:15 AM - 1:05 PM,T R,"McKoy, Michael K.",MSC 103,,SI
81791,PSCI,371,0,,Public Opinion,4,8:30 AM - 10:20 AM,T R,"Garrett, Kristin N.",MSC 202,,
81792,SOC,494,0,,Senior Capstone,4,1:15 PM - 3:05 PM,T R,"Kim, Henry H.",BLANCH 273,,
81793,MUIP,160,0,,Early Keyboard Lessons,1,TBA,,STAFF,,174,
81794,MUIP,260,0,,Early Keyboard Lessons,2,TBA,,STAFF,,238,
81795,B EC,331,0,,International Business,4,2:15 PM - 3:25 PM,M W F,"Lee, Min-Dong Paul",MSC 302,,
81796,B EC,352,0,B,Business Law,2,12:55 PM - 2:05 PM,M W F,"Bretsen, Stephen N.",MSC 302,,
81797,B EC,433,0,A,New Venture Strategy,2,1:15 PM - 3:05 PM,T R,"Sveen, David E.",MSC 122,,
81799,ECON,325,2,,Intermediate Macroeconomics,4,11:35 AM - 12:45 PM,M W F,"Hill, Enoch S.",MSC 124,,
81800,ECON,362,0,,Wealth & Poverty of Nations,4,11:15 AM - 1:05 PM,T R,"Long, Jason M.",MSC 122,,
81801,ECON,345,0,,Money & Banking,4,11:15 AM - 1:05 PM,T R,"Finley, John G.",MSC 105,,
81802,ECON,378,0,,Economics of Labor & Poverty,4,9:20 AM - 10:30 AM,M W F,"Cook, Jeremy A.",MSC 304,,DUS
81803,PSCI,301,0,A,Civil Rights & Police Action,2,2:15 PM - 3:25 PM,M W F,"Iglesias, David C.",MSC 304,,
81804,PSYC,881,0,,Advanced Practicum I,2,TBA,,"Voytenko, Vitaliy L.",,,
81805,PSYC,882,1,,Advanced Pract I Seminar,1,8:30 AM - 10:00 AM,M,"Voytenko, Vitaliy L.",BGC M209,,
81806,PSYC,882,2,,Advanced Pract I Seminar,1,8:30 AM - 10:00 AM,M,"Roth, Alana M.",BGC 002,,
81807,AHS,134,0,,Equestrian Skills,1,TBA,MTW  S,STAFF,,95,
81808,AHS,136,0,,Mountain Biking,1,TBA,MTW  S,STAFF,,95,
81809,CFM,547,0,,Philosophy of Ministry,2,1:00 PM - 5:00 PM,W,"Setran, David P.",,,
81811,HIST,391,2,A,Becoming Americans,2,8:30 AM - 10:20 AM,T R,"Blumhofer, Edith L.",BLANCH 223,,
81813,PSYC,431,0,,Psychology of Human Sexuality,4,11:15 AM - 1:05 PM,T R,"Sandlund, Lisa M.",BGC M229,,
81814,BITH,555,2,,Exploring the New Testament,4,TBA,,"Sosa Siliezar, Carlos R.",,,
81815,BITH,365,0,B,Prison Epistles,2,11:35 AM - 12:45 PM,M W F,"Vlachos, Chris A.",BGC 534,,
81816,BITH,368,0,A,Revelation,2,11:35 AM - 12:45 PM,M W F,"Vlachos, Chris A.",BGC 534,,
81817,BITH,396,0,,Roman Catholic Theology,4,1:15 PM - 3:05 PM,T R,"McGowin, Emily H.",BGC 255,,
81818,BITH,371,0,,Early Christianity,4,8:30 AM - 10:20 AM,T R,"Bruce, Matthew J.",BGC 534,,
81819,BITH,364,0,B,Peter And Jude,2,8:30 AM - 10:20 AM,T R,"Green, Gene L.",BGC 140,,
81834,URBN,399,0,,Pre-field Preparation,0,TBA,,"Anderson, Jordan",,,
81839,BITH,565,3,,Christian Theology,4,6:30 PM - 10:00 PM,W,STAFF,BGC 250,,
81848,CHEM,341L,5,,Organic Chemistry I Lab,0,6:45 PM - 9:35 PM,W,"Dick, Allison R.",MEY 305,,
81855,ART,423,0,,Advanced Drawing,3,1:15 PM - 4:15 PM,T R,"Lundin, Cherith",ADAMS 309,,
81856,HDI,524,0,,"Planning, Mitigation, Mgt",4,9:10 AM - 11:00 AM,T R,"Aten, Jamie D.",MSC 122,,
81857,HDI,534,0,,NGO Leadership,2,1:00 PM - 2:50 PM,W,"Annan, Kent J.",BLANCH 440,,
81858,HDI,644,0,,Global Public Health,2,5:00 PM - 6:50 PM,T,STAFF,MEY 129,,
81859,HDI,644,OL,,Global Public Health,2,TBA,,STAFF,,,
81860,PSYC,763,5,,Research Lb III-Psyc & Spirit,1,3:15 PM - 4:45 PM,T,"Davis, Edward B.",BGC 132,,
81861,PSYC,763,7,,Research Lb III-Yth Risk/Resil,1,3:15 PM - 4:45 PM,T,"Rueger, Sandra Y.",BGC 136,,
81862,BITH,565,4OL,,Christian Theology,4,TBA,,"Johnson, Keith L.",,,
81863,ECON,394,0,,Financial Economics,4,11:35 AM - 12:45 PM,M W F,"Guo, Nick L.",MEY 357,,
81864,ECON,212,3,A,Principles of Macroeconomics,2,2:15 PM - 3:25 PM,M W F,"Guo, Nick L.",MSC 105,,
81873,BITH,565,4HY,,Christian Theology,4,8:00 AM - 5:00 PM,MT,"Johnson, Keith L.",,,
81877,AHS,101,11,B,Wellness,2,1:15 PM - 3:05 PM,T R,"Penfound, Jean E.",CHR 223,,
81882,ECON,375,0,,Econometrics,4,12:55 PM - 2:05 PM,M W F,"Makaudze, Ephias M.",MSC 202,,
