Subject,Number,Section,Quad,Title / Comment,Credits,Meeting Time,Days,Instructor(s),Fees,Attributes
PHYS,334,2,A,Computer Modeling,2,2:15 PM - 3:25 PM,M W F,Blaauw\ Rhiannon C.,,
B EC,341,2,,Principles of Marketing,4,12:55 PM - 2:05 PM,M W F,Stolze\ Hannah J.,,
CHEM,341,2,,Organic Chemistry I,4,11:35 AM - 12:45 PM,M W F,Umesiri\ Francis E.,,
PSYC,348,2,,Abnormal Psychology,4,6:30 PM - 10:00 PM,T,Butman\ Richard E.,,
MUTC,352,2,,Aural Skills V,1,9:30 AM - 10:20 AM,T R,Clark\ Micah S.,48,
MUEP,358,2,,Jazz Combo II,1,7:30 PM - 8:30 PM,W,Davis\ James C.,180,
B EC,367,2,,Principles of Finance,4,9:20 AM - 10:30 AM,M W F,Norton\ Seth W.,,
MUEP,371,2,,Chamber Music: Piano,0 TO 1,TBA,,Altino\ Leonardo G.,180,
B EC,382,2,A,Customer Relationship Mgt,2,6:30 PM - 10:00 PM,W,Petricca\ Paul F.,25,
ENGL,385,2,B,Donne,2,2:15 PM - 3:25 PM,M W F,Dunn-Hensley\ Susan M.,,
HIST,391,2,A,Becoming Americans,2,8:30 AM - 10:20 AM,T R,Blumhofer\ Edith L.,,
COMM,424,2,,Non-Verbal Communication,4,9:20 AM - 10:30 AM,M W F,Langan\ Emily J.,,
BITH,443,2,A,Hebrew Exegesis: Amos,2,8:30 AM - 10:20 AM,T R,Carroll\ Mark D.,,
B EC,493,2,,Business Strategy,2,11:15 AM - 1:05 PM,R,Norton\ Seth W.,,
SPAN,493,2,,Mentor: Hispanic Film Studies,4,11:15 AM - 1:05 PM,T R,Kepner\ Christine G.,,
EDUC,494,2,,Senior Sem:Middle Grades,2,4:30 PM - 6:30 PM,M,Lederhouse\ Jillian N.,300,
B EC,494,2,,Business Seminar,2,11:15 AM - 1:05 PM,T,Bretsen\ Stephen N.,,
MATH,494,2,,Senior Seminar-Applied Math,2,8:30 AM - 10:20 AM,T,Isihara\ Paul,,
EDUC,497,2,B,Philosophy of Education - 11/26-12/10; Partly at HoneyRock,3,2:15 PM - 4:45 PM,MTWRF,STAFF,175,
PSYC,101L,2,,Intro To Psych Lab,0,12:15 PM - 1:05 PM,T,Callender\ Aimee A.,,
GEOL,211L,2,,Dynamic Earth Lab,0,11:15 AM - 1:05 PM,T,Heidlauf\ Lisa E.,,
ENVR,221L,2,,Intro to Envir Science Lab,0,1:15 PM - 4:05 PM,R,Tagne\ Gilles V.,,
PHYS,221L,2,,General Physics Lab I,0,1:15 PM - 4:05 PM,T,Whitney\ Joshua F.,,
MATH,231L,2,,Drill,0,11:15 AM - 1:05 PM,R,Vanderschoot\ Mary H.,,
PHYS,231L,2,,Introductory Physics Lab I,0,7:30 AM - 10:20 AM,R,Schroeder\ James W.,,
CHEM,231L,2,,General Chemistry Lab,0,1:15 PM - 4:05 PM,T,Walhout\ Peter K.,,
MATH,232L,2,,Drill,0,11:15 AM - 1:05 PM,R,Vanderschoot\ Mary H.,,
MATH,233L,2,B,Drill,0,11:15 AM - 1:05 PM,R,Vanderschoot\ Mary H.,,
CSCI,235L,2,,Programming I Lab,0,1:15 PM - 3:05 PM,R,Kim\ Hyunju,,
BIOL,241L,2,,College Biology I Lab,0,1:15 PM - 4:05 PM,T,Burden\ Lisa M.,,
BIOL,331L,2,,Anatomy & Physiology I Lab,0,1:15 PM - 4:05 PM,R,Busch\ Jennifer L.,85,
CHEM,341L,2,,Organic Chemistry I Lab,0,1:15 PM - 4:05 PM,T,Umesiri\ Francis E.,95,
AHS,351L,2,,Functional Human Anat Lab,0,7:30 AM - 10:20 AM,R,Townsend\ Dana K.,150,
CHEM,355L,2,,Analytical Lab,0,1:15 PM - 4:05 PM,R,Burden\ Daniel L.,95,
AHS,452L,2,,Applied Physiology Lab,0,8:30 AM - 10:20 AM,R,Hunt\ Brian E.,75,
COMM,101,3,A,Public Speaking,2,11:35 AM - 12:45 PM,M W F,Mangin\ Katy A.,,COMP
AHS,101,3,B,Wellness,2,11:35 AM - 12:45 PM,M W F,Daly\ Dana N.,,
CORE,101,3,,FYS-Living in God's Creation,4,11:35 AM - 12:45 PM,M W F,Keil\ Charles B.,,
GREK,101,3,,Elementary Greek I,4,12:55 PM - 2:05 PM,M W F,Penney\ Douglas L.,,
PHIL,101,3,,Introduction to Philosophy,4,12:55 PM - 2:05 PM,M W F,Fletcher\ David B.,,PI
ART,101,3,B,Art Survey,2,1:15 PM - 3:05 PM,T R,STAFF,,VPAV
HIST,102,3,,EGP: The Holocaust,4,11:15 AM - 1:05 PM,T R,Lundin\ Matthew D.,,GP\ HP
SPAN,103,3,,Accel Elem Spanish,4,11:35 AM - 12:45 PM,M W F,Toly\ Rebecca A.,,
ENGW,103,3,,Composition and Research,4,3:15 PM - 5:05 PM,T R,Gibson\ Alison R.,,COMP
ENGW,104,3,B,Composition and Research,2,9:20 AM - 10:30 AM,M W F,Ryken\ Leland,,COMP
MUTC,151,3,,Music Theory I,3,2:15 PM - 3:25 PM,M W F,Wheatley\ Gregory A.,144,
MUTC,152,3,,Aural Skills I,1,2:15 PM - 3:05 PM,T R,Hollinger\ Deborah,48,
SPAN,201,3,,Intermediate Spanish,4,9:20 AM - 10:30 AM,M W F,Toly\ Rebecca A.,,COMP
ECON,211,3,,Principles of Microeconomics,4,12:55 PM - 2:05 PM,M W F,Forsstrom\ Matthew P.,,SI
BITH,211,3,,OT Lit & Interpretation,4,8:30 AM - 10:20 AM,T R,Smith\ Samuel C.,,SHAR
ECON,212,3,A,Principles of Macroeconomics,2,2:15 PM - 3:25 PM,M W F,Guo\ Nick L.,,
BITH,213,3,,NT Lit & Interpretation,4,8:30 AM - 10:20 AM,T R,Vlachos\ Chris A.,,SHAR
ENGL,215,3,,Classical/Early British Lit,4,11:15 AM - 1:05 PM,T R,Gibson\ Richard H.,,LE
MUTC,241,3,,Music Theory III,2,12:55 PM - 2:05 PM,M W,Okpebholo\ Shawn E.,96,
MUTC,252,3,,Aural Skills III,1,12:15 PM - 1:05 PM,T R,Kim\ Misook,48,
BITH,315,3,,Christian Thought,4,11:35 AM - 12:45 PM,M W F,Johnson\ Keith L.,,SHAR
MUCS,327,3,,Woodwind Lit:Double Reeds,2,TBA,,Stevenson & Saylor,245,
MUCS,328,3,,Brass Lit: Low Brass,2,TBA,,Davis & Saylor,245,
SPAN,331,3,,Spanish Conversation,4,12:55 PM - 2:05 PM,M W F,Barlar\ Sharenda H.,25,
PSYC,348,3,,Abnormal Psychology,4,11:35 AM - 12:45 PM,M W F,Fort\ Christin J.,,
MUTC,352,3,,Aural Skills V,1,2:15 PM - 3:05 PM,T R,Clark\ Micah S.,48,
MUEP,371,3,,Chamber Music: Winds,0 TO 1,TBA,,Altino\ Leonardo G.,180,
PSYC,481,3,,Psych of Religion,2,1:15 PM - 3:05 PM,T,Butman\ Richard E.,,
EDUC,494,3,,Senior Seminar:High School,2,4:30 PM - 6:30 PM,T,Davis\ Donald G.,300,
EDUC,497,3,B,Philosophy of Education,3,11:35 AM - 3:35 PM,MTWRF,Morrison\ Sally E.,,
PSYC,101L,3,,Intro To Psych Lab,0,12:15 PM - 1:05 PM,T,Hannah\ Darlene B.,,
GEOL,211L,3,,Dynamic Earth Lab,0,1:15 PM - 3:05 PM,T,Heidlauf\ Lisa E.,,
MATH,231L,3,,Drill,0,1:15 PM - 3:05 PM,R,Diedrichs\ Danilo R.,,
PHYS,231L,3,,Introductory Physics Lab I,0,1:15 PM - 4:05 PM,R,Pierson\ Benjamin M.,,
CHEM,231L,3,,General Chemistry Lab,0,6:45 PM - 9:35 PM,T,Walhout\ Peter K.,,
MATH,232L,3,,Drill,0,1:15 PM - 3:05 PM,R,Diedrichs\ Danilo R.,,
MATH,233L,3,B,Drill,0,1:15 PM - 3:05 PM,R,Diedrichs\ Danilo R.,,
BIOL,241L,3,,College Biology I Lab,0,6:30 PM - 9:20 PM,T,Secker\ Heather L.,,
CHEM,341L,3,,Organic Chemistry I Lab,0,2:15 PM - 5:05 PM,W,David\ Melody J.,95,
AHS,351L,3,,Functional Human Anat Lab,0,1:15 PM - 4:05 PM,T,Townsend\ Dana K.,150,
BIOL,364L,3,,Micro/Immunology Lab,0,6:30 PM - 9:20 PM,T,Koo\ Jovanka T.,85,
AHS,452L,3,,Applied Physiology Lab,0,6:45 PM - 8:35 PM,R,Hunt\ Brian E.,75,
ART,101,4,A,Art Survey,2,12:55 PM - 2:45 PM,M W,STAFF,,VPAV
COMM,101,4,B,Public Speaking,2,11:35 AM - 12:45 PM,M W F,Mangin\ Katy A.,,COMP
MUCS,101,4,B,Intro To Music:Historical,2,2:15 PM - 3:25 PM,M W F,Yi\ Gina J.,,VPAM
CORE,101,4,,FYS-Where Do We Come From?,4,2:15 PM - 3:25 PM,M W F,Moshier\ Stephen O.,,
AHS,101,4,B,Wellness,2,11:15 AM - 1:05 PM,T R,Penfound\ Jean E.,,
HIST,102,4,,EGP: World History,4,1:15 PM - 3:05 PM,T R,Lovett\ Carla K.,,GP\ HP
ENGW,103,4,,Composition and Research,4,11:35 AM - 12:45 PM,M W F,Weber\ Benjamin D.,,COMP
SPAN,103,4,,Accel Elem Spanish,4,12:55 PM - 2:05 PM,M W F,Toly\ Rebecca A.,,
ENGW,104,4,B,Composition and Research,2,2:15 PM - 3:25 PM,M W F,Martindale\ H. Wayne,,COMP
SPAN,201,4,,Intermediate Spanish,4,12:55 PM - 2:05 PM,M W F,Klingler\ Timothy M.,,COMP
ECON,211,4,,Principles of Microeconomics,4,2:15 PM - 3:25 PM,M W F,Forsstrom\ Matthew P.,,SI
BITH,211,4,,OT Lit & Interpretation,4,11:15 AM - 1:05 PM,T R,Hill\ Andrew E.,,SHAR
BITH,213,4,,NT Lit & Interpretation,4,12:55 PM - 2:05 PM,M W F,Ehorn\ Seth M.,,SHAR
BITH,315,4,,Christian Thought,4,2:15 PM - 3:25 PM,M W F,Lauber\ David,,SHAR
SPAN,331,4,,Spanish Conversation,4,2:15 PM - 3:25 PM,M W F,Hawthorne Klingler\ L.,25,
MUMS,341,4,,Instrumental Tech-Brass,2,8:30 AM - 9:20 AM,T R,Ridenour\ Mark A.,96,
MUEP,371,4,,Chamber Music: Brass,0 TO 1,TBA,,Altino\ Leonardo G.,180,
PSYC,101L,4,,Intro To Psych Lab,0,12:15 PM - 1:05 PM,T,STAFF,,
CHEM,231L,4,,General Chemistry Lab,0,2:15 PM - 5:05 PM,W,Lane\ Lori B.,,
BIOL,241L,4,,College Biology I Lab,0,7:30 AM - 10:20 AM,R,Befus\ Matthew A.,,
CHEM,341L,4,,Organic Chemistry I Lab,0,7:30 AM - 10:20 AM,R,Sikkenga\ David L.,95,
AHS,351L,4,,Functional Human Anat Lab,0,1:15 PM - 4:05 PM,R,Townsend\ Dana K.,150,
AHS,101,5,B,Wellness,2,12:55 PM - 2:05 PM,M W F,Daly\ Dana N.,,
MUCS,101,5,B,Intro To Music:Historical,2,9:20 AM - 10:30 AM,M W F,Rakes\ John P.,,VPAM
PHIL,101,5,,Introduction to Philosophy,4,8:00 AM - 9:10 AM,M W F,Gordon\ James R.,,PI
CORE,101,5,,FYS-Happily Ever After?,4,8:30 AM - 10:20 AM,T R,Shaffer\ Clinton S.,,
ENGW,103,5,,Composition and Research,4,12:55 PM - 2:05 PM,M W F,Long\ Abigail H.,,COMP
SPAN,103,5,,Accel Elem Spanish,4,2:15 PM - 3:25 PM,M W F,Townsend\ Tamara L.,,
SPAN,201,5,,Intermediate Spanish,4,8:30 AM - 10:20 AM,T R,Soerens\ Diana M.,,COMP
ECON,211,5,,Principles of Microeconomics,4,8:00 AM - 9:10 AM,M W F,Forsstrom\ Matthew P.,,SI
BITH,211,5,,OT Lit & Interpretation,4,1:15 PM - 3:05 PM,T R,Walton\ John H.,,SHAR
BITH,213,5,,NT Lit & Interpretation,4,6:30 PM - 10:00 PM,T,STAFF,,SHAR
BITH,315,5,,Christian Thought,4,8:00 AM - 9:10 AM,M W F,McGowin\ Emily H.,,SHAR
MUMS,341,5,,Instrumental Techn-Percussion,2,11:15 AM - 12:05 PM,T R,Kastner\ Kathleen S.,96,
MUEP,371,5,,Percussion Ensemble,0 TO 1,3:35 PM - 4:35 PM,F,Kastner\ Kathleen S.,180,
MUEP,371,5,,Percussion Ensemble,0 TO 1,6:15 PM - 7:30 PM,M,Kastner\ Kathleen S.,180,
MUEP,371,5,,Percussion Ensemble,0 TO 1,3:15 PM - 4:05 PM,T,Kastner\ Kathleen S.,180,
GEOL,211L,5,,Dynamic Earth Lab,0,11:15 AM - 1:05 PM,R,Luhmann\ Andrew J.,,
CHEM,231L,5,,General Chemistry Lab,0,6:45 PM - 9:35 PM,W,Walhout\ Peter K.,,
BIOL,241L,5,,College Biology I Lab,0,12:15 PM - 3:05 PM,R,Befus\ Matthew A.,,
CHEM,341L,5,,Organic Chemistry I Lab,0,6:45 PM - 9:35 PM,W,Dick\ Allison R.,,
AHS,351L,5,,Functional Human Anat Lab,0,6:30 PM - 9:20 PM,M,Townsend\ Dana K.,150,
AHS,101,6,A,Wellness,2,9:20 AM - 10:30 AM,M W F,Daly\ Dana N.,,
COMM,101,6,B,Public Speaking,2,12:55 PM - 2:05 PM,M W F,Mangin\ Katy A.,,COMP
PHIL,101,6,,Introduction to Philosophy,4,11:35 AM - 12:45 PM,M W F,Fletcher\ David B.,,PI
CORE,101,6,,FYS-Spiritual Practices,4,1:15 PM - 3:05 PM,T R,Wilhoit & Eggimann,,
HIST,102,6,,EGP: World History,4,8:30 AM - 10:20 AM,T R,Lovett\ Carla K.,,GP\ HP
ENGW,103,6,,Composition and Research,4,11:15 AM - 1:05 PM,T R,Sasser\ Kimberly A.,,COMP
SPAN,201,6,,Intermediate Spanish,4,11:15 AM - 1:05 PM,T R,Soerens\ Diana M.,,COMP
BITH,211,6,,OT Lit & Interpretation,4,8:00 AM - 9:10 AM,M W F,STAFF,,SHAR
BITH,213,6,,NT Lit & Interpretation,4,9:20 AM - 10:30 AM,M W F,Sosa Siliezar\ Carlos R.,,SHAR
BITH,315,6,,Christian Thought,4,6:30 PM - 10:00 PM,W,Barbeau\ Jeffrey W.,,SHAR
MUMS,341,6,,Instrumental Tech-Guitar,1,12:55 PM - 2:05 PM,F,Torosian & Saylor,48,
MUEP,371,6,,Piano Ensemble,0 TO 1,2:15 PM - 3:05 PM,T R,Edwards\ Karin R.,180,
GEOL,211L,6,,Dynamic Earth Lab,0,1:15 PM - 3:05 PM,R,Heidlauf\ Lisa E.,,
CHEM,231L,6,,General Chemistry Lab,0,7:30 AM - 10:20 AM,R,David\ Melody J.,,
BIOL,241L,6,,College Biology I Lab,0,6:30 PM - 9:20 PM,R,Secker\ Heather L.,,
AHS,101,7,A,Wellness,2,8:30 AM - 10:20 AM,T R,Daly\ Dana N.,,
COMM,101,7,A,Public Speaking,2,8:30 AM - 10:20 AM,T R,Liu\ Esther H.,,COMP
CORE,101,7,,FYS-Chivalry & Good Life,4,11:15 AM - 1:05 PM,T R,Henley\ Grant H.,,
PHIL,101,7,,Introduction to Philosophy,4,1:15 PM - 3:05 PM,T R,Talbot\ Mark R.,,PI
ENGW,103,7,,Composition and Research,4,8:30 AM - 10:20 AM,T R,Lapeyre\ Christopher A.,,COMP
BITH,211,7,,OT Lit & Interpretation,4,2:15 PM - 3:25 PM,M W F,Buster\ Aubrey E.,,SHAR
BITH,213,7,,NT Lit & Interpretation,4,11:35 AM - 12:45 PM,M W F,Peeler\ Amy L.,,SHAR
BITH,315,7,,Christian Thought,4,9:20 AM - 10:30 AM,M W F,McGowin\ Emily H.,,SHAR
MUEP,371,7,,Mixed Ensemble,0 TO 1,TBA,,Altino\ Leonardo G.,180,
CHEM,231L,7,,General Chemistry Lab,0,12:15 PM - 3:05 PM,R,McKoy\ Angela F.,,
BIOL,241L,7,,College Biology I Lab,0,2:15 PM - 5:05 PM,W,Secker\ Heather L.,,
AHS,101,8,B,Wellness,2,9:20 AM - 10:30 AM,M W F,Penfound\ Jean E.,,
COMM,101,8,B,Public Speaking,2,8:30 AM - 10:20 AM,T R,Liu\ Esther H.,,COMP
CORE,101,8,,FYS-Place Matters,4,11:15 AM - 1:05 PM,T R,Johnson\ Karen J.,,
ENGW,103,8,,Composition and Research,4,1:15 PM - 3:05 PM,T R,Lapeyre\ Christopher A.,,COMP
BITH,211,8,,OT Lit & Interpretation,4,12:55 PM - 2:05 PM,M W F,Buster\ Aubrey E.,,SHAR
PSYC,481,8,,Current Issues-School Psych,2,1:15 PM - 3:05 PM,T,Eveleigh\ Elisha,,
CHEM,231L,8,,General Chemistry Lab,0,6:45 PM - 9:35 PM,R,McKoy\ Angela F.,,
CORE,101,9,,FYS-Freedom,4,12:55 PM - 2:05 PM,M W F,McGraw\ Bryan T.,,
AHS,101,9,A,Wellness,2,1:15 PM - 3:05 PM,T R,Daly\ Dana N.,,
COMM,101,9,A,Public Speaking,2,11:15 AM - 1:05 PM,T R,Robbins\ Kelley K.,,COMP
ENGW,103,9,,Composition and Research,4,9:20 AM - 10:30 AM,M W F,Martindale\ H. Wayne,,COMP
BITH,315,9,,Christian Thought,4,12:55 PM - 2:05 PM,M W F,Bruce\ Matthew J.,,SHAR
AHS,101,10,B,Wellness,2,2:15 PM - 3:25 PM,M W F,Daly\ Dana N.,,
COMM,101,10,B,Public Speaking,2,11:15 AM - 1:05 PM,T R,Robbins\ Kelley K.,,COMP
CORE,101,10,,FYS-Accounting for Beauty,4,11:15 AM - 1:05 PM,T R,O'Connor\ Robert C.,,
COMM,101,11,A,Public Speaking,2,1:15 PM - 3:05 PM,T R,Robbins\ Kelley K.,,COMP
AHS,101,11,B,Wellness,2,1:15 PM - 3:05 PM,T R,Penfound\ Jean E.,,
COMM,101,12,B,Public Speaking,2,1:15 PM - 3:05 PM,T R,Robbins\ Kelley K.,,COMP
CORE,101,12,,FYS-Culture & the Good Life,4,8:30 AM - 10:20 AM,T R,Howell\ Brian M.,,
COMM,101,13,B,Public Speaking,2,6:30 PM - 10:00 PM,R,Rorvik\ John G.,,COMP
CORE,101,13,,FYS-The Suburban Good Life,4,8:30 AM - 10:20 AM,T R,Miller\ Brian J.,,
CORE,101,14,,FYS-Why Do We Suffer?,4,11:35 AM - 12:45 PM,M W F,Borden\ Sarah R.,,
CORE,101,15,,FYS-Why Do We Suffer?,4,12:55 PM - 2:05 PM,M W F,Borden\ Sarah R.,,
CORE,101,16,,FYS-Cosmology & the Good Life,4,2:15 PM - 3:25 PM,M W F,Bishop\ Robert C.,,
CORE,101,17,,FYS:Living Well in Community,4,2:15 PM - 3:25 PM,M W F,Colon\ Christine A.,,
CORE,101,18,,FYS: Soul\ Mind or Brain?,4,8:30 AM - 10:20 AM,T R,Struthers\ William M.,,
CORE,101,19,,FYS-Spiritual Practices,4,11:15 AM - 1:05 PM,T R,Wilhoit\ James C.,,
CORE,101,20,,FYS-Diversity & Community,4,11:35 AM - 12:45 PM,M W F,Harkrider\ Melissa,,
CORE,101,21,,FYS-Who Am I?,4,11:35 AM - 12:45 PM,M W F,Eveleigh\ Elisha,,
CORE,101,22,,FYS-Memories & Good Life,4,9:20 AM - 10:30 AM,M W F,Callender\ Aimee A.,,
CORE,101,23,,FYS-What is Justice?,4,8:30 AM - 10:20 AM,T R,Beitler\ James E.,,
CORE,101,24,,FYS: Creativity & Good Life,4,8:30 AM - 10:20 AM,T R,Mazzarella\ Nicole,,
CORE,101,25,,FYS: Soul\ Mind\ or Brain?,4,11:15 AM - 1:05 PM,T R,Struthers\ William M.,,
CORE,101,26,,FYS-What is an Individual?,4,11:35 AM - 12:45 PM,M W F,Galbraith\ Jeffrey R.,,
CORE,101,27,,FYS-How Do We Help the Poor?,4,11:35 AM - 12:45 PM,M W F,Graves\ Michael W.,,
CORE,101,28,,FYS-What is Love?,4,9:20 AM - 10:30 AM,M W F,Lauber\ David,,
CORE,101,29,,FYS-Who is God?,4,12:55 PM - 2:05 PM,M W F,Peeler\ Amy L.,,
CORE,101,30,,FYS-Power\ Tragedy\ Good Life,4,11:35 AM - 12:45 PM,M W F,Miglio\ Adam E.,,
CORE,101,32,,FYS-Sexuality & Identity,4,8:30 AM - 10:20 AM,T R,Jones\ Stanton L.,,
CORE,101,33,,FYS-Sexuality & Identity,4,11:15 AM - 1:05 PM,T R,Jones\ Stanton L.,,
CORE,101,34,,FYS-Modern American Families,4,11:15 AM - 1:05 PM,T R,Miglio\ Sarah B.,,
CORE,101,37,,FYS: Diversities in Good Life,4,6:30 PM - 10:00 PM,R,Kim\ Hanmee N.,,
CORE,101,39,,FYS: How Should We Face Death?,4,2:15 PM - 3:25 PM,M W F,Johnson\ Keith L.,,
CORE,101,41,,"FYS:How Do We Love ""the Other""",4,11:15 AM - 1:05 PM,T R,Nonaka\ Miho,,
MUEP,371,42,,Chamber Music: Guitar,0 TO 1,TBA,,Altino\ Leonardo G.,180,
