Subject,Number,Section,Quad,Title / Comment,Credits,Meeting Time,Days,Instructor(s),Fees,Attributes
PSYC,496,0,,Internship,4 OR 8,TBA,,Eveleigh\ Elisha,,
SOC,496,0,,Internship in Sociology,4 OR 8,TBA,,STAFF,,
SPAN,496,0,,Internship,2 OR 4,TBA,,STAFF,,
SWEL,496,0,,Social Work Internship,4 OR 8,TBA,,STAFF,,
PSYC,497,0,,Collaborative Research Groups,2 OR 4,TBA,,Eveleigh\ Elisha,,
COMM,498,0,,Journalism internship,2 OR 4,TBA,,Morgan\ Timothy C.,,
HIST,498,0,,Honors Tutorial,4,TBA,,STAFF,,
EDUC,136L,0,,Cross-cultural Tutoring,1,TBA,,Vroom Fick\ Sara J.,,
BIOL,201L,0,,Princ Biology Lab,0,1:15 PM - 4:05 PM,R,Burden\ Lisa M.,,
EDUC,225L,0,,Teacher Aiding Practicum,1,TBA,,Felker & Kim,,
CHEM,241L,0,,Princ Org Lab,0,1:15 PM - 4:05 PM,R,Umesiri\ Francis E.,95,
CSCI,245L,0,,Programming II Lab,0,1:15 PM - 3:05 PM,T,Pohly\ Devin J.,,
EDUC,305L,0,,Learning Differences Practicum,1,TBA,,Boehm\ Thomas L.,,
BITH,311L,0,,Arch of Biblical Lands Lab,0,3:30 PM - 5:30 PM,W,Master\ Daniel M.,,
LING,323L,0,,Bilingual Practicum,1,TBA,,Vroom Fick\ Sara J.,,
EDUC,324L,0,B,Middle/HS:Meth Pract,1,TBA,MTWRF,Lederhouse\ Jillian N.,,
LING,328L,0,,ELL Practicum,1,TBA,,Vroom Fick\ Sara J.,,
EDUC,338L,0,,LBS Practicum I-B,1,TBA,,Lederhouse\ Jillian N.,,
GEOL,344L,0,,G P & P Lab,0,8:30 AM - 10:20 AM,T,Moshier\ Stephen O.,25,
BIOL,344L,0,,Econ Botany Lab,0,6:30 PM - 9:20 PM,T,STAFF,85,
ARCH,366L,0,,Arch of Biblical Lands Lab,0,3:30 PM - 5:30 PM,W,Master\ Daniel M.,,
EDUC,405L,0,,Middle Grade Practicum,1,TBA,,Morrison\ Sally E.,,
CHEM,457L,0,,Adv Analy Lab,0,1:15 PM - 2:15 PM,T,Burden\ Daniel L.,95,
MUMS,471L,0,,Choral Methods Pract,1,8:00 AM - 9:10 AM,W,Yi\ Gina J.,48,
MUMS,472L,0,,Instr Methds Practcm,1,8:00 AM - 9:10 AM,F,STAFF,48,
MUIP,101,1,,Private Lessons: Piano,2,TBA,,Horn\ Daniel P.,512,
ART,101,1,B,Art Survey,2,12:55 PM - 2:45 PM,M W,STAFF,,VPAV
AHS,101,1,A,Wellness,2,8:00 AM - 9:10 AM,M W F,Daly\ Dana N.,,
COMM,101,1,A,Public Speaking,2,9:20 AM - 10:30 AM,M W F,Schuchardt\ Read M.,,COMP
MUCS,101,1,A,Intro To Music:Historical,2,8:00 AM - 9:10 AM,M W F,Rakes\ John P.,,VPAM
MUTC,101,1,A,Intro to Music: Read/Analysis,2,9:20 AM - 10:30 AM,M W F,Clark\ Micah S.,,VPAM
CHIN,101,1,,Elementary Chinese I,4,11:35 AM - 12:45 PM,M W F,Wang\ Rose,,
GREK,101,1,,Elementary Greek I,4,8:00 AM - 9:10 AM,M W F,Penney\ Douglas L.,,
SPAN,101,1,,Elementary Spanish,4,11:35 AM - 12:45 PM,M W F,Barlar\ Sharenda H.,,
CORE,101,1,,FYS-Biology & Glory of God,4,11:15 AM - 1:05 PM,T R,Rorem\ Nadine C.,,
PHIL,101,1,,Introduction to Philosophy,4,3:15 PM - 5:05 PM,T R,Wood\ W. Jay,,PI
MUIP,102,1,,Private Lessons: Organ,2,TBA,,Zimmerman\ Edward,512,
HIST,102,1,,EGP: Rise/Fall Imperial Japan,4,9:20 AM - 10:30 AM,M W F,Kim\ Hanmee N.,,GP\ HP
MUIP,103,1,,Private Lessons: Harpsichord,2,TBA,,Zimmerman\ Edward,512,
FREN,103,1,,Accel Elem French,4,8:00 AM - 9:10 AM,M W F,Savage\ Alan D.,,
HIST,103,1,,EAP:Health & Medicine/US Hist,4,2:15 PM - 3:25 PM,M W F,Riddle\ Jonathan D.,,DUS\ HP
SPAN,103,1,,Accel Elem Spanish,4,8:00 AM - 9:10 AM,M W F,Gates\ Stephanie R.,,
MUCS,103,1,A,Intro To Music:20C/World,2,8:30 AM - 10:20 AM,T R,Buis\ Johann S.,,VPAM
ENGW,103,1,,Composition and Research,4,11:15 AM - 1:05 PM,T R,Gibson\ Alison R.,,COMP
MUIP,104,1,,Private Lessons: Voice,2,TBA,,Hart\ Carolyn A.,512,
ENGW,104,1,A,Composition and Research,2,11:15 AM - 1:05 PM,T R,Lapeyre\ Christopher A.,,COMP
MUIP,105,1,,Private Lessons: Violin,2,TBA,,Joiner\ Lee D.,512,
PHIL,105,1,,Race & Justice,4,11:15 AM - 1:05 PM,T R,Cartagena\ Nathan L.,,DUS\ PI
MUIP,106,1,,Private Lessons: Viola,2,TBA,,Griffin\ Rose A.,512,
MUIP,107,1,,Private Lessons: Cello,2,TBA,,Altino\ Leonardo G.,512,
MUIP,108,1,,Private Lessons: String Bass,2,TBA,,Anderson & Joiner,512,
MUIP,109,1,,Private Lessons: Trumpet,2,TBA,,Ridenour & Saylor,512,
MUIP,110,1,,Private Lessons:  Horn,2,TBA,,Cottle & Saylor,512,
MUIP,111,1,,Private Lessons: Trombone,2,TBA,,Davis & Saylor,512,
ENGL,111,1,,SWL: Spiritual Battle in Lit,4,12:55 PM - 2:05 PM,M W F,Dunn-Hensley\ Susan M.,,LE
MUIP,112,1,,Private Lessons: Euphonium,2,TBA,,Saylor\ L. Jonathan,512,
MUIP,113,1,,Private Lessons: Tuba,2,TBA,,Harrison & Saylor,512,
MUIP,114,1,,Private Lessons:  Flute,2,TBA,,Brown & Saylor,512,
MUMS,115,1,A,Intro to Music Studies,2,8:30 AM - 10:20 AM,T R,Zimmerman & Yi,96,
MUIP,115,1,,Private Lessons: Clarinet,2,TBA,,O'Riordan & Saylor,512,
ENGL,115,1,,Modern Global Literature,4,9:20 AM - 10:30 AM,M W F,Dunn-Hensley\ Susan M.,,LE
SOC,115,1,,Intro to Sociology,4,8:00 AM - 9:10 AM,M W F,Kim\ Henry H.,,DUS\ SI
MUIP,116,1,,Private Lessons: Oboe,2,TBA,,Stevenson & Saylor,512,
ANTH,116,1,,Introduction to Anthropology - Freshmen or sophomores only,4,11:35 AM - 12:45 PM,M W F,Tooley\ Christa B.,,GP\ SI
MUIP,117,1,,Private Lessons: Bassoon,2,TBA,,Saylor\ L. Jonathan,512,
MUIP,118,1,,Private Lessons: Saxophone,2,TBA,,Bazan & Saylor,512,
MUIP,119,1,,Private Lessons: Harp,2,TBA,,Seeman & Joiner,512,
MUIP,120,1,,Private Lessons: Percussion,2,TBA,,Kastner\ Kathleen S.,512,
MUIP,121,1,,Priv Lessons: Classical Guitar,2,TBA,,Torosian & Joiner,512,
MUIP,122,1,,Private Lessons: Guitar,2,TBA,,Ramsdell & Joiner,512,
MUIP,131,1,,Small Group Piano Lessons,1,7:00 PM - 8:00 PM,M,Hollinger & Horn,245,
EDUC,135,1,,School & Society,2,4:00 PM - 5:50 PM,R,Eckert\ Jonathan M.,,
EDUC,136,1,B,Teaching Diverse Students,2,11:35 AM - 12:45 PM,M W F,Vroom Fick\ Sara J.,,
MUTC,151,1,,Music Theory I,3,8:00 AM - 9:10 AM,M W F,Wheatley\ Gregory A.,144,
MUTC,152,1,,Aural Skills I,1,11:15 AM - 12:05 PM,T R,Hollinger\ Deborah,48,
IR,155,1,,Comparative Politics,4,8:00 AM - 9:10 AM,M W F,Alexander\ Kathryn J.,,GP\ SI
MUIP,201,1,,Private Lessons: Piano,2 TO 4,TBA,,Horn\ Daniel P.,770,
FREN,201,1,,Intermediate French,4,11:35 AM - 12:45 PM,M W F,Abel\ Sheri L.,,COMP
GREK,201,1,,Intermediate Greek,4,9:20 AM - 10:30 AM,M W F,Penney\ Douglas L.,,COMP
SPAN,201,1,,Intermediate Spanish,4,8:00 AM - 9:10 AM,M W F,Toly\ Rebecca A.,,COMP
COMM,201,1,,Fundmntls Oral Communication,4,11:15 AM - 1:05 PM,T R,Sietman\ Rebecca B.,,COMP
MUIP,202,1,,Private Lessons: Organ,2 TO 4,TBA,,Zimmerman\ Edward,770,
MUIP,203,1,,Private Lessons: Harpsichord,2 TO 4,TBA,,Zimmerman\ Edward,770,
MUIP,204,1,,Private Lessons: Voice,2 TO 4,TBA,,Hart\ Carolyn A.,770,
MUIP,205,1,,Private Lessons: Violin,2 TO 4,TBA,,Joiner\ Lee D.,770,
MUIP,206,1,,Private Lessons: Viola,2 TO 4,TBA,,Griffin & Joiner,770,
MUIP,208,1,,Private Lessons: String Bass,2 TO 4,TBA,,Anderson & Joiner,770,
MUIP,209,1,,Private Lessons: Trumpet,2 TO 4,TBA,,Ridenour & Saylor,770,
MUIP,210,1,,Private Lessons: French Horn,2 TO 4,TBA,,Cottle & Saylor,770,
GEOL,211,1,,Exploring the Dynamic Earth,4,9:20 AM - 10:30 AM,M W F,Maneiro\ Kathryn A.,35,SP
MUIP,211,1,,Private Lessons: Trombone,2 TO 4,TBA,,Davis & Saylor,770,
ECON,211,1,,Principles of Microeconomics,4,12:55 PM - 2:05 PM,M W F,Cook\ Jeremy A.,,SI
BITH,211,1,,OT Lit & Interpretation,4,6:30 PM - 10:00 PM,T,STAFF,,SHAR
MUIP,212,1,,Private Lessons: Euphonium,2 TO 4,TBA,,Saylor\ L. Jonathan,770,
ECON,212,1,B,Principles of Macroeconomics,2,8:00 AM - 9:10 AM,M W F,STAFF,,
MUIP,213,1,,Private Lessons: Tuba,2 TO 4,TBA,,Harrison & Saylor,770,
ENGW,213,1,,Creative Writing,4,2:15 PM - 3:25 PM,M W F,Bratcher\ Andrew B.,,
BITH,213,1,,NT Lit & Interpretation,4,11:15 AM - 1:05 PM,T R,Vlachos\ Chris A.,,SHAR
MUIP,214,1,,Private Lessons: Flute,2 TO 4,TBA,,Brown & Saylor,770,
MUIP,215,1,,Private Lessons: Clarinet,2 TO 4,TBA,,O'Riordan & Saylor,770,
ENGL,215,1,,Classical/Early British Lit,4,9:20 AM - 10:30 AM,M W F,Weber\ Benjamin D.,,LE
MUIP,216,1,,Private Lessons: Oboe,2 TO 4,TBA,,Stevenson & Saylor,770,
MUEP,217,1,,Symphony Orchestra:Strings,0,5:00 PM - 6:15 PM,M,Sommerville\ Daniel A.,180,
MUEP,217,1,,Symphony Orchestra:Strings,0,4:15 PM - 6:15 PM,T R,Sommerville\ Daniel A.,180,
MUIP,217,1,,Private Lessons: Bassoon,2 TO 4,TBA,,Saylor\ L. Jonathan,770,
MUIP,218,1,,Private Lessons: Saxophone,2 TO 4,TBA,,Bazan & Saylor,770,
MUIP,219,1,,Private Lessons: Harp,2 TO 4,TBA,,Seeman & Joiner,770,
MUEP,219,1,,Recital & Concert Attendance,0,1:15 PM - 2:05 PM,R,Zimmerman\ Edward,,
MUIP,220,1,,Private Lessons: Percussion,2 TO 4,TBA,,Kastner\ Kathleen S.,770,
MUIP,221,1,,Priv Lessons: Classical Guitar,2 TO 4,TBA,,Torosian & Joiner,770,
COMM,221,1,,Interpersonal Comm,4,1:15 PM - 3:05 PM,T R,Liu\ Esther H.,,
MUIP,222,1,,Private Lessons: Guitar,2 TO 4,TBA,,Ramsdell & Joiner,770,
B EC,226,1,,Prin Of Accountng I,4,11:15 AM - 1:05 PM,T R,Tomal\ Annette H.,,
CHEM,231,1,,General Chemistry I,4,8:00 AM - 9:10 AM,M W F,Lane\ Lori B.,,
MATH,231,1,,Calculus I,4,11:35 AM - 12:45 PM,M W F,Perciante\ Terence H.,,AAQR
PHYS,231,1,,Introductory Physics I,4,8:00 AM - 9:10 AM,M W F,Craig\ Darren J.,,SP
MUIP,232,1,,Collaborative Vocal Coaching,2,TBA,,Gemmill\ Matthew D.,512,
MATH,232,1,,Calculus II,4,12:55 PM - 2:05 PM,M W F,Brabenec\ Robert L.,,
ART,232,1,,Drawing I,3,9:00 AM - 12:00 PM,T R,STAFF,,VPAV
MATH,233,1,B,Calculus I B,2,11:35 AM - 12:45 PM,M W F,Perciante\ Terence H.,,AAQR
MUTC,241,1,,Music Theory III,2,8:00 AM - 9:10 AM,M W,Okpebholo\ Shawn E.,96,
BIOL,241,1,,Organization of Life,4,9:20 AM - 10:30 AM,M W F,Thom\ Nathaniel J.,,SP
MUMS,248,1,,Basic Conducting,3,9:20 AM - 10:30 AM,M W F,Sommerville\ Daniel A.,144,
MUTC,252,1,,Aural Skills III,1,8:30 AM - 9:20 AM,T R,Kim\ Misook,48,
BIOL,252,1,,Modeling Systems of Life,4,9:20 AM - 10:30 AM,M W,Rorem\ Nadine C.,,
PHIL,255,1,,Existentialism,4,8:30 AM - 10:20 AM,T R,Kemp\ Ryan S.,,LE\ PI
C E,259,1,,C.S. Lewis & Spiritual Form,2,6:30 PM - 8:20 PM,M,Root\ Gerald R.,,
PSYC,269,1,,Experimental Psychology,4,8:30 AM - 10:20 AM,T R,Vessey\ John T.,,
HEBR,301,1,,Elementary Hebrew I,4,12:55 PM - 2:05 PM,M W F,Abernethy\ Andrew T.,,
EDUC,305,1,A,Learning Differences,2,8:00 AM - 9:10 AM,M W F,Boehm\ Thomas L.,,
MUMS,312,1,,Instrumental Conducting,3,12:55 PM - 2:05 PM,M W F,Sommerville\ Daniel A.,144,
BITH,315,1,,Christian Thought,4,8:30 AM - 10:20 AM,T R,Bacote\ Vincent E.,,SHAR
PSYC,317,1,,Developmental Psychology,4,8:00 AM - 9:10 AM,M W F,Hall\ Sarah E.,,SI
B EC,321,1,,Statistics,4,11:15 AM - 1:05 PM,T R,Makaudze\ Ephias M.,,
MUCS,327,1,,Woodwind Literature:Flute,2,TBA,,Brown & Saylor,245,
MUCS,328,1,,Brass Literature: Trumpet,2,TBA,,Ridenour & Saylor,245,
MUCS,329,1,,Percussion Literature,1 TO 2,TBA,,Kastner\ Kathleen S.,245,
FREN,331,1,,French Conversation,4,12:55 PM - 2:05 PM,M W F,Abel\ Sheri L.,25,
SPAN,331,1,,Spanish Conversation,4,9:20 AM - 10:30 AM,M W F,Quiroa\ Nestor I.,25,
SPAN,332,1,,Adv Grammar And Composition,4,9:20 AM - 10:30 AM,M W F,Kepner\ Christine G.,,
PHYS,334,1,A,Computer Modeling,2,12:55 PM - 2:05 PM,M W F,Blaauw\ Rhiannon C.,,
B EC,341,1,,Principles of Marketing,4,9:20 AM - 10:30 AM,M W F,Stolze\ Hannah J.,,
PSYC,348,1,,Abnormal Psychology,4,9:20 AM - 10:30 AM,M W F,Eveleigh\ Elisha,,
MUTC,352,1,,Aural Skills V,1,8:30 AM - 9:20 AM,T R,Clark\ Micah S.,48,
B EC,367,1,,Principles of Finance,4,8:00 AM - 9:10 AM,M W F,Norton\ Seth W.,,
MUEP,371,1,,Chamber Music: String,0 TO 1,TBA,,Altino\ Leonardo G.,180,
B EC,382,1,A,Digital Marketing - Pre-req:  B EC 341,2,6:30 PM - 10:00 PM,M,Grant\ Christopher J.,75,
ENGL,385,1,A,C.S. Lewis,2,6:30 PM - 10:00 PM,T,Martindale\ H. Wayne,,
HIST,391,1,B,Religion/Health in US History,2,11:15 AM - 1:05 PM,T R,Riddle\ Jonathan D.,,
MUIP,394,1,,Junior Recital,0,TBA,,Hopper\ Mary,,
MUIP,401,1,,Private Lessons: Piano,2 TO 4,TBA,,Horn\ Daniel P.,770,
MUIP,402,1,,Private Lessons: Organ,2 TO 4,TBA,,Zimmerman\ Edward,770,
MUIP,404,1,,Private Lessons: Voice,2 TO 4,TBA,,Hart\ Carolyn A.,770,
MUIP,405,1,,Private Lessons: Violin,2 TO 4,TBA,,Joiner\ Lee D.,770,
MUIP,406,1,,Private Lessons: Viola,2 TO 4,TBA,,Griffin & Joiner,770,
MUIP,407,1,,Private Lessons: Cello,2 TO 4,TBA,,Altino & Joiner,770,
MUIP,408,1,,Private Lessons: String Bass,2 TO 4,TBA,,Anderson & Joiner,770,
MUIP,409,1,,Private Lessons: Trumpet,2 TO 4,TBA,,Ridenour & Saylor,770,
MUIP,410,1,,Private Lessons: Horn,2 TO 4,TBA,,Cottle & Saylor,770,
MUIP,411,1,,Private Lessons: Trombone,2 TO 4,TBA,,Davis & Saylor,770,
MUIP,412,1,,Private Lessons: Euphonium,2 TO 4,TBA,,Saylor\ L. Jonathan,770,
MUIP,413,1,,Private Lessons: Tuba,2 TO 4,TBA,,Harrison & Saylor,770,
MUIP,414,1,,Private Lessons: Flute,2 TO 4,TBA,,Brown & Saylor,770,
MUIP,415,1,,Private Lessons: Clarinet,2 TO 4,TBA,,O'Riordan & Saylor,770,
MUIP,416,1,,Private Lessons: Oboe,2 TO 4,TBA,,Stevenson & Saylor,770,
MUIP,417,1,,Private Lessons: Bassoon,2 TO 4,TBA,,Saylor\ L. Jonathan,770,
MUIP,418,1,,Private Lessons: Saxophone,2 TO 4,TBA,,Bazan & Saylor,770,
MUIP,419,1,,Private Lessons: Harp,2 TO 4,TBA,,Seeman & Joiner,770,
MUIP,420,1,,Private Lessons: Percussion,2 TO 4,TBA,,Kastner\ Kathleen S.,770,
MUIP,421,1,,Priv Lessons: Classical Guitar,2 TO 4,TBA,,Torosian & Joiner,770,
MUIP,422,1,,Private Lessons: Guitar,2 TO 4,TBA,,Ramsdell & Joiner,770,
BITH,451,1,A,Greek Exegesis:Matthew,2,2:15 PM - 3:25 PM,M W F,Capes\ David B.,,
ECON,492,1,,Senior Legacy Capstone,2,1:15 PM - 3:05 PM,T,Forsstrom\ Matthew P.,,
MUIP,492,1,,Half Senior Recital,0,TBA,,Hopper\ Mary,,
B EC,493,1,,Business Strategy,2,8:30 AM - 10:20 AM,R,Norton\ Seth W.,,
EDUC,494,1,,Senior Seminar:Elementary,2,4:30 PM - 6:30 PM,M,Morrison\ Sally E.,300,
B EC,494,1,,Business Seminar,2,8:30 AM - 10:20 AM,T,Bretsen\ Stephen N.,,
MUIP,494,1,,Full Senior Recital,0,TBA,,Hopper\ Mary,,
EDUC,497,1,B,Philosophy of Education - 11/26-12/10; Partly at HoneyRock,3,11:35 AM - 2:05 PM,MTWRF,STAFF,175,
PSYC,101L,1,,Intro To Psych Lab,0,12:15 PM - 1:05 PM,T,Fort\ Christin J.,,
GEOL,211L,1,,Dynamic Earth Lab,0,8:30 AM - 10:20 AM,T,Luhmann\ Andrew J.,,
ENVR,221L,1,,Intro to Envir Science Lab,0,7:30 AM - 10:20 AM,R,Tagne\ Gilles V.,,
PHYS,221L,1,,General Physics Lab I,0,7:30 AM - 10:20 AM,T,Whitney\ Joshua F.,,
MATH,231L,1,,Drill,0,8:30 AM - 10:20 AM,R,Isihara\ Paul,,
CHEM,231L,1,,General Chemistry Lab,0,7:30 AM - 10:20 AM,T,Lane\ Lori B.,,
PHYS,231L,1,,Introductory Physics Lab I,0,6:45 PM - 9:35 PM,W,Blaauw & Craig,,
MATH,232L,1,,Drill,0,8:30 AM - 10:20 AM,R,Isihara\ Paul,,
MATH,233L,1,B,Drill,0,8:30 AM - 10:20 AM,R,Isihara\ Paul,,
CSCI,235L,1,,Programming I Lab,0,8:30 AM - 10:20 AM,R,Kim\ Hyunju,,
BIOL,241L,1,,College Biology I Lab,0,7:30 AM - 10:20 AM,T,Ogilvie\ Coreen B.,,
BIOL,243L,1,,Ecology & Evolution Lab,0,7:30 AM - 10:20 AM,R,Page\ L. Kristen,85,
BIOL,252L,1,,Biol Systems Lab,0,7:30 AM - 10:20 AM,T R,Rorem\ Nadine C.,85,
BIOL,331L,1,,Anatomy & Physiology I Lab,0,7:30 AM - 10:20 AM,R,Busch\ Jennifer L.,85,
CHEM,341L,1,,Organic Chemistry I Lab,0,7:30 AM - 10:20 AM,T,Dick\ Allison R.,95,
PHYS,351L,1,B,Electronics Lab,0,1:15 PM - 4:05 PM,R,Craig\ Darren J.,65,
AHS,351L,1,,Functional Human Anat Lab,0,7:30 AM - 10:20 AM,T,Townsend\ Dana K.,150,
CHEM,355L,1,,Analytical Lab,0,7:30 AM - 10:20 AM,R,Burden\ Daniel L.,95,
BIOL,364L,1,,Micro/Immunology Lab,0,7:30 AM - 10:20 AM,T,Koo\ Jovanka T.,85,
GEOL,371L,1,B,GIS Lab,0,11:15 AM - 1:05 PM,T,Tagne\ Gilles V.,25,
AHS,452L,1,,Applied Physiology Lab,0,8:30 AM - 10:20 AM,T,Hunt\ Brian E.,75,
MUIP,101,2,,Private Lessons: Jazz Piano,2,TBA,,Williams & Horn,512,
MUCS,101,2,A,Intro To Music:Historical,2,2:15 PM - 3:25 PM,M W F,Griffin\ Rose A.,,VPAM
COMM,101,2,B,Public Speaking,2,9:20 AM - 10:30 AM,M W F,Schuchardt\ Read M.,,COMP
MUTC,101,2,B,Intro to Music: Read/Analysis,2,9:20 AM - 10:30 AM,M W F,Clark\ Micah S.,,VPAM
CHIN,101,2,,Elementary Chinese I,4,12:55 PM - 2:05 PM,M W F,Wang\ Rose,,
CORE,101,2,,FYS-Living in God's Creation,4,9:20 AM - 10:30 AM,M W F,Keil\ Charles B.,,
GREK,101,2,,Elementary Greek I,4,9:20 AM - 10:30 AM,M W F,Laansma\ Jon C.,,
PHIL,101,2,,Introduction to Philosophy,4,9:20 AM - 10:30 AM,M W F,Gordon\ James R.,,PI
SPAN,101,2,,Elementary Spanish,4,2:15 PM - 3:25 PM,M W F,Barlar\ Sharenda H.,,
ART,101,2,A,Art Survey,2,1:15 PM - 3:05 PM,T R,STAFF,,VPAV
AHS,101,2,B,Wellness,2,8:30 AM - 10:20 AM,T R,Penfound\ Jean E.,,
HIST,102,2,,EGP:Memoir/History Middle East,4,11:35 AM - 12:45 PM,M W F,Stringham\ Noel C.,,GP\ HP
SPAN,103,2,,Accel Elem Spanish,4,11:35 AM - 12:45 PM,M W F,Gates\ Stephanie R.,,
MUCS,103,2,B,Intro To Music:20C/World,2,8:30 AM - 10:20 AM,T R,Buis\ Johann S.,,VPAM
MUIP,104,2,,Private Lessons: Jazz Voice,2,TBA,,Williams & Hart,512,
ENGW,104,2,A,Composition and Research,2,9:20 AM - 10:30 AM,M W F,Ryken\ Leland,,COMP
PHIL,105,2,,Race & Justice,4,8:30 AM - 10:20 AM,T R,Cartagena\ Nathan L.,,DUS\ PI
MUIP,108,2,,Private Lessons:Str Bass Jazz,2,TBA,,Ernst & Joiner,512,
MUIP,109,2,,Private Lessons: Jazz Trumpet,2,TBA,,Davis & Saylor,512,
ENGL,111,2,,SWL: Classics-Shakespeare,4,2:15 PM - 3:25 PM,M W F,Galbraith\ Jeffrey R.,,LE
SOC,115,2,,Intro to Sociology,4,11:35 AM - 12:45 PM,M W F,Allen\ Henry L.,,DUS\ SI
ANTH,116,2,,Introduction to Anthropology - Freshmen or sophomores only,4,1:15 PM - 3:05 PM,T R,Howell\ Brian M.,,GP\ SI
MUIP,120,2,,Private Lessons: Jazz Drum,2,TBA,,Gillan & Kastner,512,
MUIP,131,2,,Small Group Piano Lessons,1,8:05 PM - 9:05 PM,M,Hollinger & Horn,245,
EDUC,135,2,,School & Society,2,6:00 PM - 7:50 PM,R,Eckert\ Jonathan M.,,
EDUC,136,2,B,Teaching Diverse Students,2,12:55 PM - 2:05 PM,M W F,Vroom Fick\ Sara J.,,
MUTC,151,2,,Music Theory I,3,9:20 AM - 10:30 AM,M W F,Kim\ Misook,144,
MUTC,152,2,,Aural Skills I,1,12:15 PM - 1:05 PM,T R,Hollinger\ Deborah,48,
IR,155,2,,Comparative Politics,4,2:15 PM - 3:25 PM,M W F,Taylor\ Timothy W.,,GP\ SI
IR,175,2,,International Politics,4,9:20 AM - 10:30 AM,M W F,McKoy\ Michael K.,,SI
MUIP,201,2,,Private Lessons: Jazz Piano,2 TO 4,TBA,,Williams & Horn,770,
FREN,201,2,,Intermediate French,4,9:20 AM - 10:30 AM,M W F,Abel\ Sheri L.,,COMP
GREK,201,2,,Intermediate Greek,4,2:15 PM - 3:25 PM,M W F,Penney\ Douglas L.,,COMP
SPAN,201,2,,Intermediate Spanish,4,8:00 AM - 9:10 AM,M W F,Klingler\ Timothy M.,,COMP
MUIP,204,2,,Private Lessons: Jazz Voice,2 TO 4,TBA,,Williams & Hart,770,
MUIP,208,2,,Private Lessons: Str Bass Jazz,2 TO 4,TBA,,Ernst & Joiner,770,
MUIP,209,2,,Private Lessons: Jazz Trumpet,2 TO 4,TBA,,Davis & Saylor,770,
GEOL,211,2,,Exploring the Dynamic Earth,4,2:15 PM - 3:25 PM,M W F,Heidlauf\ Lisa E.,35,SP
BITH,211,2,,OT Lit & Interpretation,4,9:20 AM - 10:30 AM,M W F,Abernethy\ Andrew T.,,SHAR
ECON,211,2,,Principles of Microeconomics,4,2:15 PM - 3:25 PM,M W F,Cook\ Jeremy A.,,SI
ECON,212,2,B,Principles of Macroeconomics,2,2:15 PM - 3:25 PM,M W F,Guo\ Nick L.,,
BITH,213,2,,NT Lit & Interpretation,4,2:15 PM - 3:25 PM,M W F,Ehorn\ Seth M.,,SHAR
ENGW,213,2,,Creative Writing,4,1:15 PM - 3:05 PM,T R,Nonaka\ Miho,,
ENGL,215,2,,Classical/Early British Lit,4,1:15 PM - 3:05 PM,T R,Gibson\ Richard H.,,LE
MUEP,217,2,,Symph Orch Winds-Percussion,0,4:15 PM - 6:15 PM,T R,Sommerville\ Daniel A.,180,
MUEP,217,2,,Symph Orch Winds-Percussion,0,5:30 PM - 6:15 PM,W,Sommerville\ Daniel A.,180,
MUEP,219,2,,Recital & Concert Attendance,0,TBA,,Zimmerman\ Edward,,
EDUC,225,2,,Psych & Dev Contexts of Educ,4,11:15 AM - 1:05 PM,T R,Kim\ Il-Hee,,
B EC,226,2,,Prin Of Accountng I,4,1:15 PM - 3:05 PM,T R,Tomal\ Annette H.,,
CHEM,231,2,,General Chemistry I,4,12:55 PM - 2:05 PM,M W F,Lane\ Lori B.,,
MATH,231,2,,Calculus I,4,12:55 PM - 2:05 PM,M W F,Lovett\ Stephen T.,,AAQR
PHYS,231,2,,Introductory Physics I,4,9:20 AM - 10:30 AM,M W F,Schroeder\ James W.,,SP
MATH,233,2,B,Calculus I B,2,12:55 PM - 2:05 PM,M W F,Lovett\ Stephen T.,,AAQR
BIOL,241,2,,Organization of Life,4,11:35 AM - 12:45 PM,M W F,Thom\ Nathaniel J.,,SP
MUMS,248,2,,Basic Conducting,3,11:35 AM - 12:45 PM,M W F,Rakes\ John P.,144,
MUTC,252,2,,Aural Skills III,1,9:30 AM - 10:20 AM,T R,Kim\ Misook,48,
PHIL,255,2,,Existentialism,4,11:15 AM - 1:05 PM,T R,Kemp\ Ryan S.,,LE\ PI
EDUC,305,2,A,Learning Differences,2,9:20 AM - 10:30 AM,M W F,Boehm\ Thomas L.,,
BITH,315,2,,Christian Thought,4,11:15 AM - 1:05 PM,T R,McGowin\ Emily H.,,SHAR
PSYC,317,2,,Developmental Psychology,4,11:35 AM - 12:45 PM,M W F,Hall\ Sarah E.,,SI
B EC,321,2,,Statistics,4,1:15 PM - 3:05 PM,T R,Makaudze\ Ephias M.,,
ECON,325,2,,Intermediate Macroeconomics,4,11:35 AM - 12:45 PM,M W F,Hill\ Enoch S.,,
MUCS,327,2,,Woodwind Lit:Single Reed,2,TBA,,O'Riordan & Saylor,245,
MUCS,328,2,,Brass Literature: Horn,2,TBA,,Cottle & Saylor,245,
MUCS,329,2,,Percussion Literature,1 TO 2,TBA,,Kastner\ Kathleen S.,245,
SPAN,331,2,,Spanish Conversation,4,11:35 AM - 12:45 PM,M W F,Quiroa\ Nestor I.,25,
SPAN,332,2,,Adv Grammar And Composition,4,12:55 PM - 2:05 PM,M W F,Gates\ Stephanie R.,,
