Subject,Number,Section,Quad,Title / Comment,Credits,Meeting Time,Days,Instructor(s),Fees,Attributes
MUIP,219,0,NONE,Private Lessons: Harp,2 TO 4,TBA,BLANK,Joiner & Seeman,770,NONE
COMM,219,0,NONE,Journalism Co-Curricular,0,TBA,BLANK,Morgan\ Timothy C.,0,NONE
ART,220,0,NONE,Woodblock Printmaking,3,9:00 AM - 12:00 PM,T R,Lundin\ Cherith,0,NONE
MUIP,220,0,NONE,Private Lessons: Percussion,2 TO 4,TBA,BLANK,Kastner\ Kathleen S.,770,NONE
MATH,221,0,NONE,Applied Calculus,4,9:20 AM - 10:30 AM,M W F,Isihara\ Paul,0,AAQR
COMM,221,0,NONE,Interpersonal Comm,4,9:20 AM - 10:30 AM,M W F,Liu\ Esther H.,0,NONE
BITH,221,0,NONE,OT Lit in Three Traditions,4,8:30 AM - 10:20 AM,T R,Hill\ Andrew E.,0,SHAR
ART,221,0,NONE,Taking Pictures,3,9:00 AM - 12:00 PM,T R,Schreck\ Gregory H.,0,VPAV
MUIP,221,0,NONE,Priv Lessons: Classical Guitar,2 TO 4,TBA,BLANK,Joiner & Torosian,770,NONE
LING,222,0,B,English Grammar for Teachers,2,12:55 PM - 2:05 PM,M W F,Vroom Fick\ Sara J.,0,NONE
C E,222,0,NONE,Transformational Education,4,9:20 AM - 10:30 AM,M W F,Larson\ Mimi L.,0,NONE
PHYS,222,0,NONE,General Physics II,4,11:35 AM - 12:45 PM,M W F,Whitney\ Joshua F.,0,NONE
MUIP,222,0,NONE,Private Lessons: Jazz Guitar,2 TO 4,TBA,BLANK,Joiner & Ramsdell,770,NONE
C E,223,0,NONE,Human Development & Ministry,4,11:35 AM - 12:45 PM,M W F,Larson\ Mimi L.,0,SI
MUIP,224,0,NONE,Class Piano II,2,11:35 AM - 12:45 PM,M W,Stampfl\ Aaron J.,365,NONE
COMM,224,0,NONE,Diversity-Intercultural Comm,4,12:55 PM - 2:05 PM,M W F,Liu\ Esther H.,0,DUS
ENGL,225,1,NONE,Topical Seminar: Techno Texts,4,2:15 PM - 3:25 PM,M W F,Gibson\ Richard H.,0,NONE
ENGL,225,3,NONE,Topical Sem:Nobel Prize Winner,4,12:55 PM - 2:05 PM,M W F,Gibson\ Richard H.,0,NONE
ENGR,225,0,NONE,Materials Science,4,9:20 AM - 10:30 AM,M W F,Hsu\ David D.,0,NONE
EDUC,225,0,NONE,Psych & Dev Contexts of Educ,4,11:15 AM - 1:05 PM,T R,Kim\ Il-Hee,0,NONE
ENGL,225,2,NONE,Top Sem: Wrestle-God & Words,4,11:15 AM - 1:05 PM,T R,Kriner\ Tiffany E.,0,NONE
MUIP,226,0,NONE,Class Piano IV,2,2:15 PM - 3:05 PM,T R,Stampfl\ Aaron J.,365,NONE
B EC,226,0,NONE,Prin Of Accountng I,4,11:15 AM - 1:05 PM,T R,Tomal\ Annette H.,0,NONE
C E,226,0,NONE,Christian Spiritual Practices,4,11:15 AM - 1:05 PM,T R,Wilhoit\ James C.,0,NONE
LING,227,0,B,Cross-Cultural Teaching Learn,2,8:30 AM - 10:20 AM,T R,Barger\ R. Pam,0,NONE
B EC,227,0,NONE,Principles of Accounting II,4,1:15 PM - 3:05 PM,T R,Tomal\ Annette H.,0,NONE
SOC,228,0,A,Sociology of Sexuality,2,12:55 PM - 2:05 PM,M W F,Reynolds\ Amy M.,0,NONE
C E,231,0,B,Evangelism,2,11:35 AM - 12:45 PM,M W F,Root\ Gerald R.,0,NONE
MATH,231,0,NONE,Calculus I,4,2:15 PM - 3:25 PM,M W F,Delzell\ Darcie A.,0,AAQR
ART,231,0,NONE,Sculpture I,3,1:15 PM - 4:15 PM,T R,Woods\ Sarah B.,0,VPAV
CHEM,232,1,NONE,General Chemistry II,4,8:00 AM - 9:05 AM,M W F,Lane\ Lori B.,0,NONE
CHEM,232,3,NONE,General Chemistry II,4,2:15 PM - 3:25 PM,M W F,Burden\ Daniel L.,0,NONE
CHEM,232,2,NONE,General Chemistry II,4,12:55 PM - 2:05 PM,M W F,Lane\ Lori B.,0,NONE
MATH,232,1,NONE,Calculus II,4,12:55 PM - 2:05 PM,M W F,Perciante\ Terence,0,NONE
PHYS,232,2,NONE,Introductory Physics II,4,9:20 AM - 10:30 AM,M W F,Craig\ Darren J.,0,NONE
C E,232,0,NONE,Spiritual Guide & Discern,2,7:00 PM - 9:00 PM,R,Haase\ Daniel T.,0,NONE
ART,232,0,NONE,Drawing I,3,1:15 PM - 4:15 PM,T R,Samuelson\ Leah M.,0,VPAV
MUTC,232,1,NONE,Composition II,2,9:30 AM - 10:20 AM,T R,Whitaker\ Howard L.,96,NONE
MATH,233,0,B,Calculus I B,2,2:15 PM - 3:25 PM,M W F,Delzell\ Darcie A.,0,AAQR
URBN,233,0,NONE,Chicago,4,6:30 PM - 10:00 PM,M,Young\ Sean L.,0,DUS\ SI
ENGW,233,0,NONE,Writing Chicago,4,6:30 PM - 10:00 PM,R,Beitler & Toly,0,LE
ART,233,0,NONE,Creativity & Design,3,9:00 AM - 12:00 PM,T R,Botts\ Jeremy G.,0,NONE
MATH,234,1,B,Calculus II B,2,12:55 PM - 2:05 PM,M W F,Perciante\ Terence,0,NONE
ART,234,0,NONE,Digital Studio,3,1:15 PM - 4:15 PM,T R,Park\ Joonhee,0,NONE
CSCI,235,0,NONE,Programming I: Problem Solving,4,11:35 AM - 12:45 PM,M W F,Kim\ Hyunju,0,AAQR
PSYC,235,0,NONE,Cross-Cultural Psychology,2,2:15 PM - 4:05 PM,W,Hannah\ Darlene B.,0,NONE
PSCI,236,0,NONE,Intercollegiate Trial Advocacy,1,6:30 PM - 10:00 PM,T,Locke & Michalak,0,NONE
SOC,238,0,B,Contemporary Social Concerns,2,2:15 PM - 3:25 PM,M W F,Allen\ Henry L.,0,NONE
ART,241,0,NONE,Sophomore Cornerstone,2,6:00 PM - 9:00 PM,T,Schreck\ Gregory H.,0,NONE
PSYC,241,0,NONE,Social Psychology,4,1:15 PM - 3:05 PM,T R,Hannah\ Darlene B.,0,SI
NEUR,241,0,NONE,Foundations of Neuroscience,4,8:30 AM - 10:20 AM,T R,Struthers\ William M.,100,SIP\ SP
BIOL,242,1,NONE,Diversity of Life,4,9:20 AM - 10:30 AM,M W F,Lewis\ Raymond J.,0,NONE
BIOL,242,2,NONE,Diversity of Life,4,11:35 AM - 12:45 PM,M W F,Scott\ Rodney J.,0,NONE
PHIL,243,0,A,Intro To Logic,2,9:20 AM - 10:30 AM,M W F,O'Connor\ Robert C.,0,NONE
CSCI,243,0,NONE,Discrete Math/Functional Prog,4,2:15 PM - 3:25 PM,M W F,VanDrunen\ Thomas,0,AAQR
MATH,243,0,NONE,Discrete Math & Funct Program,4,2:15 PM - 3:25 PM,M W F,VanDrunen\ Thomas,0,AAQR
MUMS,243,0,NONE,Italian Grammar for Singers,2,2:15 PM - 3:05 PM,T R,Gamez\ Denise,96,NONE
PHIL,244,0,B,Symbolic Logic,2,9:20 AM - 10:30 AM,M W F,O'Connor\ Robert C.,0,NONE
PSCI,245,0,B,Politics & Pop Culture,2,9:20 AM - 10:30 AM,M W F,Black\ Amy E.,0,NONE
PHIL,245,0,NONE,Logic,4,9:20 AM - 10:30 AM,M W F,O'Connor\ Robert C.,0,AAQR
CSCI,245,0,NONE,Programming II: OO Design,4,12:55 PM - 2:05 PM,M W F,Pohly\ Devin J.,0,NONE
MATH,245,0,NONE,Linear Algebra,4,8:00 AM - 9:10 AM,M W F,Vanderschoot\ Mary,0,NONE
COMM,246,0,NONE,Media Production,4,8:30 AM - 10:20 AM,T R,Park\ Joonhee,0,NONE
HIST,251,0,NONE,American History to 1865,4,11:15 AM - 1:05 PM,T R,Riddle\ Jonathan D.,0,NONE
C E,251,0,NONE,Ministry Practicum,0,TBA,BLANK,Haase\ Daniel T.,0,NONE
BIOL,252,1,NONE,Modeling Systems of Life,4,9:20 AM - 10:30 AM,M W,Koo\ Jovanka T.,85,NONE
BIOL,252,2,NONE,Modeling Systems of Life,4,2:15 PM - 3:25 PM,M W,Lewis\ Raymond J.,85,NONE
PHIL,255,2,NONE,Existentialism,4,6:30 AM - 1:05 PM,R,Kemp\ Ryan S.,0,LE\ PI
PHIL,255,1,NONE,Existentialism,4,6:30 AM - 1:05 PM,T,Kemp\ Ryan S.,0,LE\ PI
MUIP,260,0,NONE,Early Keyboard Lessons,2,TBA,BLANK,Zimmerman\ Edward,245,NONE
MUEP,261,0,A,Opera Orchestra,0,TBA,BLANK,Hopper\ Mary,0,NONE
MUTC,261,1,NONE,Music Theory IV,3,8:00 AM - 9:10 AM,M W F,Whitaker\ Howard L.,144,NONE
MUTC,261,2,NONE,Music Theory IV,3,9:20 AM - 10:30 AM,M W F,Whitaker\ Howard L.,144,NONE
MUCS,261,0,NONE,Music Before 1600,2,9:30 AM - 10:20 AM,T R,Saylor\ L. Jonathan,96,NONE
MUCS,263,0,A,19th Century Music,2,12:55 PM - 2:05 PM,M W F,Saylor\ L. Jonathan,96,NONE
MATH,263,1,NONE,Introduction to Statistics,4,11:35 AM - 12:45 PM,M W F,Delzell\ Darcie A.,0,AAQR
PSYC,268,0,NONE,Statistics,4,8:30 AM - 10:20 AM,T R,Vessey\ John T.,0,AAQR
PSYC,269,1,NONE,Experimental Psychology,4,11:15 AM - 1:05 PM,T R,Vessey\ John T.,0,NONE
PSCI,271,0,A,Introduction to Law,2,12:55 PM - 2:05 PM,M W F,Bretsen\ Stephen N.,0,NONE
MUTC,272,1,NONE,Aural Skills IV,1,8:30 AM - 9:20 AM,T R,Kim\ Misook,48,NONE
MUTC,272,2,NONE,Aural Skills IV,1,11:15 AM - 12:05 PM,T R,Kim\ Misook,48,NONE
MUTC,272,3,NONE,Aural Skills IV,1,12:15 PM - 1:05 PM,T R,Kim\ Misook,48,NONE
COMM,272,0,NONE,Scenography,4,11:15 AM - 1:05 PM,T R,Stauffer\ Michael E.,0,NONE
AHS,273,0,A,Behavioral Medicine,2,11:15 AM - 1:05 PM,T R,Penfound\ Jean E.,0,NONE
COMM,273,0,NONE,Acting I,4,11:15 AM - 1:05 PM,T R,Mangin\ Andrew P.,0,NONE
AHS,281,0,NONE,Biostatistics,4,9:20 AM - 10:30 AM,M W F,Hunt\ Brian E.,0,AAQR
SCI,290,0,A,Health Professions Colloquim,1,8:30 AM - 10:20 AM,T,Eisenhauer\ Candice,0,NONE
SCI,290,0,A,Health Professions Colloquim,1,11:15 AM - 1:05 PM,T,Eisenhauer\ Candice,0,NONE
CHEM,294,0,NONE,Chemistry Colloquium,1,6:45 PM - 7:35 PM,T,Burden\ Daniel L.,0,NONE
PHYS,294,0,NONE,Physics for the Future,2,8:30 AM - 10:20 AM,T,Poelarends\ Arend J,0,NONE
COMM,296,0,NONE,Journalism Practicum,2 TO 4,TBA,BLANK,Morgan\ Timothy C.,0,NONE
URBN,296,0,NONE,Urban Studies Practicum,2 OR 4,TBA,BLANK,Anderson\ Jordan,0,NONE
ART,300,0,NONE,Landscape Photography,2,9:00 AM - 10:30 AM,M W,Schreck\ Gregory H.,0,NONE
IR,301,1,A,Religion & Foreign Policy,2,8:30 AM - 10:20 AM,T R,Alexander\ Kathryn,0,NONE
COMM,301,0,NONE,Communication Theory,4,2:15 PM - 3:25 PM,M W F,Langan\ Emily J.,0,NONE
GEL,301,0,NONE,Survey of Mexican Art,2,TBA,BLANK,Wood\ Adam N.,0,VPAV
HEBR,302,2,NONE,Elementary Hebrew II,4,12:55 PM - 2:05 PM,M W F,Abernethy\ Andrew,0,COMP
CHIN,302,0,NONE,Chinese Through Scripture,4,9:20 AM - 10:30 AM,M W F,Wang\ Rose,0,NONE
IR,302,0,NONE,National Security,4,2:15 PM - 3:25 PM,M W F,Iglesias\ David C.,0,NONE
MATH,302,0,NONE,Applied Project I,2,11:15 AM - 1:05 PM,R,Diedrichs\ Danilo R.,0,NONE
MSCI,302,0,NONE,Applied Leadership-Small Unit,4,6:30 PM - 10:00 PM,R,Olson\ Aaron M.,0,NONE
SCI,302,0,NONE,Origins of Scientific Thought,4,11:15 AM - 1:05 PM,T R,Nelson\ Gary B.,0,HP\ SIP
IR,302,1,NONE,African Politics,4,1:15 PM - 3:05 PM,T R,Alexander\ Kathryn,0,NONE
GEL,302,0,NONE,Exploring Mexican History,4,TBA,BLANK,Wood\ Adam N.,0,HP
EDUC,305,0,A,Learning Differences,2,8:00 AM - 9:20 AM,M W F,Boehm\ Thomas L.,0,NONE
ASTR,305,2,NONE,Astronomy,4,9:20 AM - 10:30 AM,M W F,Blaauw\ Rhiannon C,0,SIP
ASTR,305,1,NONE,Astronomy,4,2:15 PM - 3:25 PM,M W F,Poelarends\ Arend J,0,SIP
CORE,306,0,NONE,AIS: Drugs\ Society & Religion,4,6:30 PM - 10:00 PM,M,Struthers\ William M.,0,SIP
EDUC,306,0,NONE,Classroom Comm & Curr Int,4,1:15 PM - 3:05 PM,T R,Eckert\ Jonathan M.,0,NONE
CORE,307,0,NONE,AIS: Cosmology,4,1:15 PM - 3:05 PM,T R,O'Connor & Poelare,0,PI\ SIP
GEOL,308,0,NONE,Energy & Climate Change,4,9:20 AM - 10:30 AM,M W F,Tagne\ Gilles V.,25,SIP
SPAN,310,0,NONE,Culture & Grammar Review,4,9:20 AM - 10:30 AM,M W F,Klingler\ Timothy M.,0,NONE
ANTH,310,0,NONE,Food\ Farms\ and Culture,4,1:15 PM - 3:05 PM,T R,Jeske\ Christine R.,0,NONE
MUMS,311,0,NONE,Choral Conducting,3,9:20 AM - 10:30 AM,M W F,Trotter\ John W.,144,NONE
EDUC,311,1,NONE,General Elem Middle Methods,2,8:20 AM - 10:20 AM,R,Eckert\ Jonathan M.,15,NONE
EDUC,311,2,NONE,General Elem Middle Methods,2,11:05 AM - 1:05 PM,R,Eckert\ Jonathan M.,15,NONE
COMM,311,0,NONE,Human Communication Research,4,1:15 PM - 3:05 PM,T R,Sietman\ Rebecca B,0,SI
SCI,311,0,NONE,Theories of Origins,4,11:15 AM - 1:05 PM,T R,Moshier & Walton,30,SIP
CORE,311,0,NONE,AIS: Good in Great Plagues,4,1:15 PM - 3:05 PM,T R,Koo\ Jovanka T.,0,SIP
PSCI,311,0,NONE,Constitutional Law,4,1:15 PM - 3:05 PM,T R,Bretsen\ Stephen N.,0,NONE
MUEP,311,0,NONE,Studio Accompaniment,1 TO 2,TBA,BLANK,Horn\ Daniel P.,48,NONE
EDUC,312,1,NONE,Rdg in Elem and Middle School,4,8:30 AM - 10:30 AM,M   F,Morrison\ Sally E.,0,NONE
EDUC,312,2,NONE,Rdg in Elem and Middle School,4,11:35 AM - 1:35 PM,M   F,Morrison\ Sally E.,0,NONE
CORE,312,0,NONE,AIS Col & Redem:Native Chicago,4,12:55 PM - 2:05 PM,M W F,Harkrider\ Melissa,0,DUS\ SI
HIST,312,0,NONE,History of Philosophy,4,11:35 AM - 12:45 PM,M W F,Borden\ Sarah R.,0,NONE
PHIL,312,0,NONE,Hist Of Philosophy,4,11:35 AM - 12:45 PM,M W F,Borden\ Sarah R.,0,NONE
COMM,312,0,NONE,Communication Criticism,4,6:30 PM - 10:00 PM,W,Hill\ Theon E.,0,NONE
BITH,315,3,NONE,Christian Thought,4,9:20 AM - 10:30 AM,M W F,McGowin\ Emily H.,0,SHAR
BITH,315,4,NONE,Christian Thought,4,11:35 AM - 12:45 PM,M W F,Johnson\ Keith L.,0,SHAR
BITH,315,6,NONE,Christian Thought,4,8:00 AM - 9:10 AM,M W F,McGowin\ Emily H.,0,SHAR
BITH,315,7,NONE,Christian Thought,4,2:15 PM - 3:25 PM,M W F,Bruce\ Matthew J.,0,SHAR
BITH,315,2,NONE,Christian Thought,4,12:55 PM - 2:05 PM,M W F,McGowin\ Emily H.,0,SHAR
BITH,315,5,NONE,Christian Thought,4,6:30 PM - 10:00 PM,R,Lee\ Gregory W.,0,SHAR
PHIL,315,0,NONE,Philosophy of Religion,4,1:15 PM - 3:05 PM,T R,Wood\ W. Jay,0,PI
BITH,315,1,NONE,Christian Thought,4,8:30 AM - 10:20 AM,T R,Bacote\ Vincent E.,0,SHAR
BITH,315,8,NONE,Christian Thought,4,1:15 PM - 3:05 PM,T R,Jones\ Beth F.,0,SHAR
EDUC,315,1,NONE,Elem/MS Math Methods,4,8:20 AM - 10:20 AM,T R,Lederhouse\ Jillian,0,NONE
EDUC,315,2,NONE,Elem/MS Math Methods,4,11:05 AM - 1:05 PM,T R,Lederhouse\ Jillian,0,NONE
EDUC,317,1,NONE,Elem/Midl:Lang Arts,2,8:30 AM - 10:30 AM,M,Beitler\ Brita E.,0,NONE
EDUC,317,2,NONE,Elem/Midl:Lang Arts,2,11:35 AM - 1:35 PM,M,Beitler\ Brita E.,0,NONE
PSYC,317,1,NONE,Developmental Psychology,4,9:20 AM - 10:30 AM,M W F,Eveleigh\ Elisha,0,SI
PSYC,317,2,NONE,Developmental Psychology,4,11:35 AM - 12:45 PM,M W F,Hall\ Sarah E.,0,SI
CORE,317,0,NONE,AIS: Media Revolutions,4,11:15 AM - 1:05 PM,T R,Lundin\ Matthew D.,0,HP\ SI
ART,318,0,NONE,Graphic Design I,3,12:55 PM - 3:55 PM,M W,Botts\ Jeremy G.,0,NONE
IR,318,0,NONE,Environmental Politics,4,6:30 PM - 10:00 PM,T,Toly\ Noah J.,0,NONE
CORE,319,0,NONE,AIS:  Epic & Philosophy,4,1:15 PM - 3:05 PM,T R,Kemp\ Ryan S.,0,LE\ PI
ANTH,320,0,NONE,Bollywood & Indian Society,4,6:30 PM - 10:00 PM,T,Sadiq\ Yousaf,0,NONE
LING,321,1,A,Introduction to Linguistics,2,1:15 PM - 3:05 PM,T R,Hackett\ Robyn K.,0,NONE
LING,321,2,A,Introduction to Linguistics,2,11:15 AM - 1:05 PM,T R,Mullen\ Natalie J.,0,NONE
MUCS,321,0,B,Church Music Practices,2,12:55 PM - 2:05 PM,M W F,Zimmerman\ Edward,96,NONE
SSCI,321,1,NONE,Elem & Middle Sch Curr Themes,2,8:30 AM - 10:30 AM,F,Egeland\ Paul C.,0,NONE
SSCI,321,2,NONE,Elem & Middle Sch Curr Themes,2,11:35 AM - 1:35 PM,F,Egeland\ Paul C.,0,NONE
GEOL,321,0,NONE,Earth History Stratig,4,12:55 PM - 2:05 PM,M W F,Maneiro\ Kathryn A.,145,SIP
MUMS,321,0,NONE,Principles Pedagogy II:Piano,1 OR 2,2:15 PM - 3:05 PM,T R,Edwards\ Karin R.,96,NONE
MUMS,321,2,NONE,Princ of Pedagogy II:Voice,1 OR 2,9:30 AM - 10:20 AM,T R,Hueber\ Thomas E.,96,NONE
B EC,321,1,NONE,Statistics,4,11:15 AM - 1:05 PM,T R,Makaudze\ Ephias,0,NONE
SCI,321,0,NONE,Sci-Middle/High School Teach,2,2:15 PM - 4:15 PM,W,Leong\ Elizabeth A.,20,NONE
GEL,321,0,NONE,Engaging Mexican Cultures,4,TBA,BLANK,Wood\ Adam N.,0,SI
MUEP,321,0,NONE,Recital Accompaniment,1 TO 2,TBA,BLANK,Horn\ Daniel P.,48,NONE
MUMS,321,4,NONE,Principles Pedagogy II:Trumpet,1 OR 2,TBA,BLANK,Ridenour & Saylor,245,NONE
MUMS,321,402,NONE,Principles Pedagogy II:Horn,1 OR 2,TBA,BLANK,Cottle & Saylor,245,NONE
MUMS,321,403,NONE,Princ Pedagogy II:Low Brass,1 OR 2,TBA,BLANK,Davis & Saylor,245,NONE
MUMS,321,501,NONE,Prin of Pedagogy II:Percussion,1 OR 2,TBA,BLANK,Kastner\ Kathleen S.,245,NONE
MUMS,321,502,NONE,Prin of Pedagogy II:Percussion,1 OR 2,TBA,BLANK,Kastner\ Kathleen S.,245,NONE
MUMS,321,601,NONE,Principles Pedagogy II:Flute,1 OR 2,TBA,BLANK,Brown & Saylor,245,NONE
MUMS,321,602,NONE,Prin of Pedagogy II:Sngl Reeds,1 OR 2,TBA,BLANK,O'Riordan\ Trevor P.,245,NONE
MUMS,321,603,NONE,Princ of Pedagogy II:Dbl Reeds,1 OR 2,TBA,BLANK,Stevenson\ Deborah,245,NONE
MUMS,321,7,NONE,Prin of Pedagogy II:Guitar,1 OR 2,TBA,BLANK,Joiner & Ramsdell,245,NONE
SCI,322,1,NONE,Science For Elem Tch,2,8:20 AM - 10:20 AM,T,Eckert\ Jonathan M.,10,NONE
SCI,322,2,NONE,Science For Elem Tch,2,11:05 AM - 1:05 PM,T,Eckert\ Jonathan M.,10,NONE
BITH,322,0,NONE,Theology & the Arts,4,6:30 PM - 10:00 PM,W,McNutt\ David W.,0,VPA
MATH,324,0,A,Meth of Teach High Sch Math,2,6:30 PM - 8:30 PM,M  R,Vandermeulen\ Judit,0,NONE
HIST,324,0,A,High School Hist/SSci Methods,2,6:30 PM - 10:00 PM,R,Johnson\ Karen J.,0,NONE
ENG,324,0,B,High School Methods-English,2,1:15 PM - 3:05 PM,T R,Colon\ Christine A.,0,NONE
ART,324,0,NONE,Digital Photography II,3,12:55 PM - 3:55 PM,M W,Schreck\ Gregory H.,0,NONE
ENG,325,0,A,Middle School Methods-English,2,1:15 PM - 3:05 PM,T R,Colon\ Christine A.,0,NONE
MATH,325,0,B,Middle School Math Methods,2,6:30 PM - 8:30 PM,M  R,Vandermeulen\ Judit,0,NONE
HIST,325,0,B,Mid School Hist/SSci Methods,2,6:30 PM - 10:00 PM,R,Johnson\ Eric L.,0,NONE
LING,325,0,B,Prin of Assessment for TESOL,2,6:30 PM - 10:00 PM,W,Seaman\ Alan A.,0,NONE
ART,325,0,NONE,Cinema,4,2:15 PM - 4:05 PM,M W,Park\ Joonhee,0,NONE
ECON,325,1,NONE,Intermediate Macroeconomics,4,12:55 PM - 2:05 PM,M W F,Guo\ Nick L.,0,NONE
ECON,325,2,NONE,Intermediate Macroeconomics,4,2:15 PM - 3:25 PM,M W F,Guo\ Nick L.,0,NONE
BITH,325,0,NONE,Biblical Interp & Hermeneutics,4,11:15 AM - 1:05 PM,T R,Abernethy\ Andrew,0,NONE
LING,326,0,NONE,ELL Content Methods,2,6:30 PM - 8:20 PM,R,Vroom Fick\ Sara J.,0,NONE
ECON,326,1,NONE,Intermediate Microeconomics,4,11:15 AM - 1:05 PM,T R,Jankowski\ Donald J,0,NONE
ECON,326,2,NONE,Intermediate Microeconomics,4,1:15 PM - 3:05 PM,T R,Jankowski\ Donald J,0,NONE
B EC,328,2,A,Business Ethics,2,11:35 AM - 12:45 PM,M W F,Gordon\ James R.,0,NONE
PHIL,328,1,A,Business Ethics,2,11:35 AM - 12:45 PM,M W F,Gordon\ James R.,0,NONE
B EC,328,0,B,Business Ethics,2,11:35 AM - 12:45 PM,M W F,Gordon\ James R.,0,NONE
PHIL,328,2,B,Business Ethics,2,11:35 AM - 12:45 PM,M W F,Gordon\ James R.,0,NONE
CORE,328,0,NONE,AIS: Mary\ Mother of God,4,12:55 PM - 2:05 PM,M W F,Peeler & Milliner,0,HP\ VPAV
EDUC,328,0,NONE,Cross-Categorical Characterist,4,12:55 PM - 2:05 PM,M W F,Boehm\ Thomas L.,0,NONE
ENGL,328,0,NONE,Young Adult Literature,4,6:30 PM - 10:00 PM,T,Dunn-Hensley\ Susa,0,NONE
MUIP,328,0,NONE,Organ Improvisation,2,TBA,BLANK,Zimmerman\ Edward,512,NONE
CORE,329,0,NONE,AIS:Neurobiol & Spiritual Form,4,11:35 AM - 12:45 PM,M W F,Barwegen & Townse,0,SIP
MUMS,330,0,NONE,Acoustic Recording Techniques,3,6:45 PM - 10:00 PM,W,Porick\ Brian,353,NONE
MATH,331,0,B,Vector Calculus,2,11:35 AM - 12:45 PM,M W F,Isihara\ Paul,0,NONE
FREN,331,0,NONE,French Conversation,4,9:20 AM - 10:30 AM,M W F,Soerens\ Diana M.,25,NONE
SPAN,331,1,NONE,Spanish Conversation,4,11:35 AM - 12:45 PM,M W F,Quiroa\ Nestor I.,25,NONE
CHIN,331,0,NONE,Chinese Conversation,4,11:35 AM - 12:45 PM,M W F,Zhai\ Wenyang,0,NONE
PHYS,331,0,NONE,Spacetime & Quanta,4,2:15 PM - 3:25 PM,M W F,Schroeder\ James,0,NONE
MUTC,331,0,NONE,Intermediate Composition,2,TBA,BLANK,Kim\ Misook,512,NONE
BIOL,332,0,NONE,Anatomy & Physiology II,4,8:00 AM - 9:10 AM,M W F,Busch\ Jennifer L.,85,NONE
SPAN,332,1,NONE,Adv Grammar And Composition,4,9:20 AM - 10:30 AM,M W F,Kepner\ Christine G.,0,NONE
SPAN,332,3,NONE,Adv Grammar And Composition,4,12:55 PM - 2:05 PM,M W F,Gates\ Stephanie R.,0,NONE
CORE,332,0,NONE,AIS: Women Writing Theology,4,11:15 AM - 1:05 PM,T R,Barbeau\ Jeffrey W.,0,LE
CHIN,332,0,NONE,Chinese Composition,4,11:15 AM - 1:05 PM,T R,Wang\ Rose,0,NONE
SPAN,332,2,NONE,Adv Grammar And Composition,4,8:30 AM - 10:20 AM,T R,Kepner\ Christine G.,0,NONE
BITH,332,0,NONE,Ruth & Esther,4,6:30 PM - 10:00 PM,W,Hill\ Andrew E.,0,LE
SPAN,332,0,NONE,Adv Grammar And Composition,4,TBA,BLANK,Wood\ Adam N.,0,NONE
MUTC,333,0,NONE,Digital Music Technology II,2,7:00 PM - 8:50 PM,M,Baddorf & Okpebhol,96,NONE
FREN,333,0,NONE,Intro to Francophone World,4,12:55 PM - 2:05 PM,M W F,Savage\ Alan D.,0,NONE
MATH,333,0,NONE,Differential Equations,4,9:20 AM - 10:30 AM,M W F,Diedrichs\ Danilo R.,0,NONE
CORE,333,0,NONE,AIS:Country Behind Curtain-GDR,4,8:30 AM - 10:20 AM,T R,Shaffer\ Clinton S.,0,HP\ LE
LATN,333,0,NONE,Adv Latin: Ovid,2 OR 4,11:15 AM - 1:05 PM,T R,Loney\ Alexander C.,0,NONE
MUMS,333,1,NONE,Music Outreach Practicum,0 TO 2,TBA,BLANK,Bauer\ Elizabeth A.,180,NONE
FREN,334,1,A,Translation,2,2:15 PM - 3:25 PM,M W F,Savage\ Alan D.,0,NONE
FREN,334,2,B,Advanced Conversation,2,2:15 PM - 3:25 PM,M W F,Savage\ Alan D.,0,NONE
HIST,334,0,NONE,East Asian History,4,12:55 PM - 2:05 PM,M W F,Kim\ Hanmee N.,0,NONE
CSCI,335,0,NONE,Software Development,4,9:20 AM - 10:30 AM,M W F,Kim\ Hyunju,0,NONE
ENGW,335,0,NONE,Poetry Writing and Criticism,4,1:15 PM - 3:05 PM,T R,Nonaka\ Miho,0,NONE
MUCS,336,0,A,Music of Oceania & Indonesia,2,9:20 AM - 10:30 AM,M W F,Kastner\ Kathleen S.,96,NONE
CORE,336,0,NONE,AIS: Energy for the Future,4,2:15 PM - 3:25 PM,M W F,Craig\ Darren J.,0,SIP
CHEM,336,0,NONE,Inorganic Chemistry,4,11:35 AM - 12:45 PM,M W F,Lovaasen\ Benjamin,95,NONE
ART,336,0,NONE,Ceramics II,3,1:15 PM - 4:15 PM,T R,Hooker\ David J.,0,NONE
CHIN,337,0,NONE,Readings in Chinese Culture,4,12:55 PM - 2:05 PM,M W F,Zhai\ Wenyang,0,GP
SPAN,337,1,NONE,Spanish American Literature,4,2:15 PM - 3:25 PM,M W F,Klingler\ Timothy M.,0,GP\ LE
SPAN,337,0,NONE,Spanish American Literature,4,TBA,BLANK,Wood\ Adam N.,0,GP\ LE
ENGL,338,0,NONE,Restoration & 18th Century Lit,4,11:35 AM - 12:45 PM,M W F,Galbraith\ Jeffrey R.,0,NONE
SPAN,338,0,NONE,Intensive Advanced Spanish,4,TBA,BLANK,Wood\ Adam N.,0,NONE
C E,339,0,NONE,Compassion & Crisis Ministry,4,11:15 AM - 1:05 PM,T R,McRay\ Barrett W.,0,NONE
